gamma;nu;rho_;m;n;КоличествоCлоев
1.3999999999999999111821580299874767661094665527343750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;2;10000.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;10.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;11500;46022
