numOfLayer;numOnLayer;t;x;u;c;u+c;u-c;
1;9803;0;99.0494;0;1;1;-1;
1;9804;0;99.0593;0;1;1;-1;
1;9805;0;99.0693;0;1;1;-1;
1;9806;0;99.0793;0;1;1;-1;
1;9807;0;99.0893;0;1;1;-1;
1;9808;0;99.0993;0;1;1;-1;
1;9809;0;99.1093;0;1;1;-1;
1;9810;0;99.1193;0;1;1;-1;
1;9811;0;99.1293;0;1;1;-1;
1;9812;0;99.1393;0;1;1;-1;
1;9813;0;99.1493;0;1;1;-1;
1;9814;0;99.1593;0;1;1;-1;
1;9815;0;99.1693;0;1;1;-1;
1;9816;0;99.1793;0;1;1;-1;
1;9817;0;99.1893;0;1;1;-1;
1;9818;0;99.1993;0;1;1;-1;
1;9819;0;99.2093;0;1;1;-1;
1;9820;0;99.2193;0;1;1;-1;
1;9821;0;99.2293;0;1;1;-1;
1;9822;0;99.2392;0;1;1;-1;
1;9823;0;99.2492;0;1;1;-1;
1;9824;0;99.2592;0;1;1;-1;
1;9825;0;99.2692;0;1;1;-1;
1;9826;0;99.2792;0;1;1;-1;
1;9827;0;99.2892;0;1;1;-1;
1;9828;0;99.2992;0;1;1;-1;
1;9829;0;99.3092;0;1;1;-1;
1;9830;0;99.3192;0;1;1;-1;
1;9831;0;99.3292;0;1;1;-1;
1;9832;0;99.3392;0;1;1;-1;
1;9833;0;99.3492;0;1;1;-1;
1;9834;0;99.3592;0;1;1;-1;
1;9835;0;99.3692;0;1;1;-1;
1;9836;0;99.3792;0;1;1;-1;
1;9837;0;99.3892;0;1;1;-1;
1;9838;0;99.3992;0;1;1;-1;
1;9839;0;99.4092;0;1;1;-1;
1;9840;0;99.4191;0;1;1;-1;
1;9841;0;99.4291;0;1;1;-1;
1;9842;0;99.4391;0;1;1;-1;
1;9843;0;99.4491;0;1;1;-1;
1;9844;0;99.4591;0;1;1;-1;
1;9845;0;99.4691;0;1;1;-1;
1;9846;0;99.4791;0;1;1;-1;
1;9847;0;99.4891;0;1;1;-1;
1;9848;0;99.4991;0;1;1;-1;
1;9849;0;99.5091;0;1;1;-1;
1;9850;0;99.5191;0;1;1;-1;
1;9851;0;99.5291;0;1;1;-1;
1;9852;0;99.5391;0;1;1;-1;
1;9853;0;99.5491;0;1;1;-1;
1;9854;0;99.5591;0;1;1;-1;
1;9855;0;99.5691;0;1;1;-1;
1;9856;0;99.5791;0;1;1;-1;
1;9857;0;99.5891;0;1;1;-1;
1;9858;0;99.599;0;1;1;-1;
1;9859;0;99.609;0;1;1;-1;
1;9860;0;99.619;0;1;1;-1;
1;9861;0;99.629;0;1;1;-1;
1;9862;0;99.639;0;1;1;-1;
1;9863;0;99.649;0;1;1;-1;
1;9864;0;99.659;0;1;1;-1;
1;9865;0;99.669;0;1;1;-1;
1;9866;0;99.679;0;1;1;-1;
1;9867;0;99.689;0;1;1;-1;
1;9868;0;99.699;0;1;1;-1;
1;9869;0;99.709;0;1;1;-1;
1;9870;0;99.719;0;1;1;-1;
1;9871;0;99.729;0;1;1;-1;
1;9872;0;99.739;0;1;1;-1;
1;9873;0;99.749;0;1;1;-1;
1;9874;0;99.759;0;1;1;-1;
1;9875;0;99.769;0;1;1;-1;
1;9876;0;99.7789;0;1;1;-1;
1;9877;0;99.7889;0;1;1;-1;
1;9878;0;99.7989;0;1;1;-1;
1;9879;0;99.8089;0;1;1;-1;
1;9880;0;99.8189;0;1;1;-1;
1;9881;0;99.8289;0;1;1;-1;
1;9882;0;99.8389;0;1;1;-1;
1;9883;0;99.8489;0;1;1;-1;
1;9884;0;99.8589;0;1;1;-1;
1;9885;0;99.8689;0;1;1;-1;
1;9886;0;99.8789;0;1;1;-1;
1;9887;0;99.8889;0;1;1;-1;
1;9888;0;99.8989;0;1;1;-1;
1;9889;0;99.9089;0;1;1;-1;
1;9890;0;99.9189;0;1;1;-1;
1;9891;0;99.9289;0;1;1;-1;
1;9892;0;99.9389;0;1;1;-1;
1;9893;0;99.9489;0;1;1;-1;
1;9894;0;99.9588;0;1;1;-1;
1;9895;0;99.9688;0;1;1;-1;
1;9896;0;99.9788;0;1;1;-1;
1;9897;0;99.9888;0;1;1;-1;
1;9898;0;99.9988;0;1;1;-1;
1;9899;0;100.009;0;1;1;-1;
1;9900;0;100.019;0;1;1;-1;
1;9901;0;100.029;0;1;1;-1;
1;9902;0;100.039;0;1;1;-1;
1;9903;0;100.049;0;1;1;-1;
1;9904;0;100.059;0;1;1;-1;
1;9905;0;100.069;0;1;1;-1;
1;9906;0;100.079;0;1;1;-1;
1;9907;0;100.089;0;1;1;-1;
1;9908;0;100.099;0;1;1;-1;
1;9909;0;100.109;0;1;1;-1;
1;9910;0;100.119;0;1;1;-1;
1;9911;0;100.129;0;1;1;-1;
1;9912;0;100.139;0;1;1;-1;
1;9913;0;100.149;0;1;1;-1;
1;9914;0;100.159;0;1;1;-1;
1;9915;0;100.169;0;1;1;-1;
1;9916;0;100.179;0;1;1;-1;
1;9917;0;100.189;0;1;1;-1;
1;9918;0;100.199;0;1;1;-1;
1;9919;0;100.209;0;1;1;-1;
1;9920;0;100.219;0;1;1;-1;
1;9921;0;100.229;0;1;1;-1;
1;9922;0;100.239;0;1;1;-1;
1;9923;0;100.249;0;1;1;-1;
1;9924;0;100.259;0;1;1;-1;
1;9925;0;100.269;0;1;1;-1;
1;9926;0;100.279;0;1;1;-1;
1;9927;0;100.289;0;1;1;-1;
1;9928;0;100.299;0;1;1;-1;
1;9929;0;100.309;0;1;1;-1;
1;9930;0;100.319;0;1;1;-1;
1;9931;0;100.329;0;1;1;-1;
1;9932;0;100.339;0;1;1;-1;
1;9933;0;100.349;0;1;1;-1;
1;9934;0;100.359;0;1;1;-1;
1;9935;0;100.369;0;1;1;-1;
1;9936;0;100.379;0;1;1;-1;
1;9937;0;100.389;0;1;1;-1;
1;9938;0;100.399;0;1;1;-1;
1;9939;0;100.409;0;1;1;-1;
1;9940;0;100.419;0;1;1;-1;
1;9941;0;100.429;0;1;1;-1;
1;9942;0;100.439;0;1;1;-1;
1;9943;0;100.449;0;1;1;-1;
1;9944;0;100.459;0;1;1;-1;
1;9945;0;100.469;0;1;1;-1;
1;9946;0;100.479;0;1;1;-1;
1;9947;0;100.489;0;1;1;-1;
1;9948;0;100.499;0;1;1;-1;
1;9949;0;100.509;0;1;1;-1;
1;9950;0;100.519;0;1;1;-1;
1;9951;0;100.529;0;1;1;-1;
1;9952;0;100.539;0;1;1;-1;
1;9953;0;100.549;0;1;1;-1;
1;9954;0;100.559;0;1;1;-1;
1;9955;0;100.569;0;1;1;-1;
1;9956;0;100.579;0;1;1;-1;
1;9957;0;100.589;0;1;1;-1;
1;9958;0;100.598;0;1;1;-1;
1;9959;0;100.608;0;1;1;-1;
1;9960;0;100.618;0;1;1;-1;
1;9961;0;100.628;0;1;1;-1;
1;9962;0;100.638;0;1;1;-1;
1;9963;0;100.648;0;1;1;-1;
1;9964;0;100.658;0;1;1;-1;
1;9965;0;100.668;0;1;1;-1;
1;9966;0;100.678;0;1;1;-1;
1;9967;0;100.688;0;1;1;-1;
1;9968;0;100.698;0;1;1;-1;
1;9969;0;100.708;0;1;1;-1;
1;9970;0;100.718;0;1;1;-1;
1;9971;0;100.728;0;1;1;-1;
1;9972;0;100.738;0;1;1;-1;
1;9973;0;100.748;0;1;1;-1;
1;9974;0;100.758;0;1;1;-1;
1;9975;0;100.768;0;1;1;-1;
1;9976;0;100.778;0;1;1;-1;
1;9977;0;100.788;0;1;1;-1;
1;9978;0;100.798;0;1;1;-1;
1;9979;0;100.808;0;1;1;-1;
1;9980;0;100.818;0;1;1;-1;
1;9981;0;100.828;0;1;1;-1;
1;9982;0;100.838;0;1;1;-1;
1;9983;0;100.848;0;1;1;-1;
1;9984;0;100.858;0;1;1;-1;
1;9985;0;100.868;0;1;1;-1;
1;9986;0;100.878;0;1;1;-1;
1;9987;0;100.888;0;1;1;-1;
1;9988;0;100.898;0;1;1;-1;
1;9989;0;100.908;0;1;1;-1;
1;9990;0;100.918;0;1;1;-1;
1;9991;0;100.928;0;1;1;-1;
1;9992;0;100.938;0;1;1;-1;
1;9993;0;100.948;0;1;1;-1;
1;9994;0;100.958;0;1;1;-1;
1;9995;0;100.968;0;1;1;-1;
1;9996;0;100.978;0;1;1;-1;
1;9997;0;100.988;0;1;1;-1;
1;9998;0;100.998;0;1;1;-1;
1;9999;0;101.008;0;1;1;-1;
1;10000;0;101.018;0;1;1;-1;
1;10001;0;101.028;0;1;1;-1;
1;10002;0;101.038;0;1;1;-1;
1;10003;0;101.048;0;1;1;-1;
1;10004;0;101.058;0;1;1;-1;
1;10005;0;101.068;0;1;1;-1;
1;10006;0;101.078;0;1;1;-1;
1;10007;0;101.088;0;1;1;-1;
1;10008;0;101.098;0;1;1;-1;
1;10009;0;101.108;0;1;1;-1;
1;10010;0;101.118;0;1;1;-1;
1;10011;0;101.128;0;1;1;-1;
1;10012;0;101.138;0;1;1;-1;
1;10013;0;101.148;0;1;1;-1;
1;10014;0;101.158;0;1;1;-1;
1;10015;0;101.168;0;1;1;-1;
1;10016;0;101.178;0;1;1;-1;
1;10017;0;101.188;0;1;1;-1;
1;10018;0;101.198;0;1;1;-1;
1;10019;0;101.208;0;1;1;-1;
1;10020;0;101.218;0;1;1;-1;
1;10021;0;101.228;0;1;1;-1;
1;10022;0;101.238;0;1;1;-1;
1;10023;0;101.248;0;1;1;-1;
1;10024;0;101.258;0;1;1;-1;
1;10025;0;101.268;0;1;1;-1;
1;10026;0;101.278;0;1;1;-1;
1;10027;0;101.288;0;1;1;-1;
1;10028;0;101.298;0;1;1;-1;
1;10029;0;101.308;0;1;1;-1;
1;10030;0;101.318;0;1;1;-1;
1;10031;0;101.328;0;1;1;-1;
1;10032;0;101.338;0;1;1;-1;
1;10033;0;101.348;0;1;1;-1;
1;10034;0;101.358;0;1;1;-1;
1;10035;0;101.368;0;1;1;-1;
1;10036;0;101.378;0;1;1;-1;
1;10037;0;101.388;0;1;1;-1;
1;10038;0;101.398;0;1;1;-1;
1;10039;0;101.408;0;1;1;-1;
1;10040;0;101.418;0;1;1;-1;
1;10041;0;101.428;0;1;1;-1;
1;10042;0;101.438;0;1;1;-1;
1;10043;0;101.448;0;1;1;-1;
1;10044;0;101.458;0;1;1;-1;
1;10045;0;101.468;0;1;1;-1;
1;10046;0;101.478;0;1;1;-1;
1;10047;0;101.488;0;1;1;-1;
1;10048;0;101.498;0;1;1;-1;
1;10049;0;101.508;0;1;1;-1;
1;10050;0;101.518;0;1;1;-1;
1;10051;0;101.528;0;1;1;-1;
1;10052;0;101.538;0;1;1;-1;
1;10053;0;101.548;0;1;1;-1;
1;10054;0;101.558;0;1;1;-1;
1;10055;0;101.568;0;1;1;-1;
1;10056;0;101.578;0;1;1;-1;
1;10057;0;101.588;0;1;1;-1;
1;10058;0;101.598;0;1;1;-1;
1;10059;0;101.608;0;1;1;-1;
1;10060;0;101.618;0;1;1;-1;
1;10061;0;101.628;0;1;1;-1;
1;10062;0;101.638;0;1;1;-1;
1;10063;0;101.648;0;1;1;-1;
1;10064;0;101.658;0;1;1;-1;
1;10065;0;101.668;0;1;1;-1;
1;10066;0;101.678;0;1;1;-1;
1;10067;0;101.688;0;1;1;-1;
1;10068;0;101.698;0;1;1;-1;
1;10069;0;101.708;0;1;1;-1;
1;10070;0;101.718;0;1;1;-1;
1;10071;0;101.728;0;1;1;-1;
1;10072;0;101.738;0;1;1;-1;
1;10073;0;101.748;0;1;1;-1;
1;10074;0;101.758;0;1;1;-1;
1;10075;0;101.768;0;1;1;-1;
1;10076;0;101.778;0;1;1;-1;
1;10077;0;101.788;0;1;1;-1;
1;10078;0;101.798;0;1;1;-1;
1;10079;0;101.808;0;1;1;-1;
1;10080;0;101.818;0;1;1;-1;
1;10081;0;101.828;0;1;1;-1;
1;10082;0;101.838;0;1;1;-1;
1;10083;0;101.848;0;1;1;-1;
1;10084;0;101.858;0;1;1;-1;
1;10085;0;101.868;0;1;1;-1;
1;10086;0;101.878;0;1;1;-1;
1;10087;0;101.888;0;1;1;-1;
1;10088;0;101.898;0;1;1;-1;
1;10089;0;101.908;0;1;1;-1;
1;10090;0;101.918;0;1;1;-1;
1;10091;0;101.928;0;1;1;-1;
1;10092;0;101.938;0;1;1;-1;
1;10093;0;101.948;0;1;1;-1;
1;10094;0;101.958;0;1;1;-1;
1;10095;0;101.968;0;1;1;-1;
1;10096;0;101.978;0;1;1;-1;
1;10097;0;101.988;0;1;1;-1;
1;10098;0;101.998;0;1;1;-1;
1;10099;0;102.008;0;1;1;-1;
1;10100;0;102.018;0;1;1;-1;
1;10101;0;102.028;0;1;1;-1;
1;10102;0;102.038;0;1;1;-1;
1;10103;0;102.048;0;1;1;-1;
1;10104;0;102.058;0;1;1;-1;
1;10105;0;102.068;0;1;1;-1;
1;10106;0;102.078;0;1;1;-1;
1;10107;0;102.088;0;1;1;-1;
1;10108;0;102.098;0;1;1;-1;
1;10109;0;102.108;0;1;1;-1;
1;10110;0;102.118;0;1;1;-1;
1;10111;0;102.128;0;1;1;-1;
1;10112;0;102.138;0;1;1;-1;
1;10113;0;102.148;0;1;1;-1;
1;10114;0;102.158;0;1;1;-1;
1;10115;0;102.168;0;1;1;-1;
1;10116;0;102.178;0;1;1;-1;
1;10117;0;102.188;0;1;1;-1;
1;10118;0;102.198;0;1;1;-1;
1;10119;0;102.208;0;1;1;-1;
1;10120;0;102.218;0;1;1;-1;
1;10121;0;102.228;0;1;1;-1;
1;10122;0;102.238;0;1;1;-1;
1;10123;0;102.248;0;1;1;-1;
1;10124;0;102.258;0;1;1;-1;
1;10125;0;102.268;0;1;1;-1;
1;10126;0;102.278;0;1;1;-1;
1;10127;0;102.288;0;1;1;-1;
1;10128;0;102.298;0;1;1;-1;
1;10129;0;102.308;0;1;1;-1;
1;10130;0;102.318;0;1;1;-1;
1;10131;0;102.328;0;1;1;-1;
1;10132;0;102.338;0;1;1;-1;
1;10133;0;102.348;0;1;1;-1;
1;10134;0;102.358;0;1;1;-1;
1;10135;0;102.368;0;1;1;-1;
1;10136;0;102.378;0;1;1;-1;
1;10137;0;102.388;0;1;1;-1;
1;10138;0;102.398;0;1;1;-1;
1;10139;0;102.407;0;1;1;-1;
1;10140;0;102.417;0;1;1;-1;
1;10141;0;102.427;0;1;1;-1;
1;10142;0;102.437;0;1;1;-1;
1;10143;0;102.447;0;1;1;-1;
1;10144;0;102.457;0;1;1;-1;
1;10145;0;102.467;0;1;1;-1;
1;10146;0;102.477;0;1;1;-1;
1;10147;0;102.487;0;1;1;-1;
1;10148;0;102.497;0;1;1;-1;
1;10149;0;102.507;0;1;1;-1;
1;10150;0;102.517;0;1;1;-1;
1;10151;0;102.527;0;1;1;-1;
1;10152;0;102.537;0;1;1;-1;
1;10153;0;102.547;0;1;1;-1;
1;10154;0;102.557;0;1;1;-1;
1;10155;0;102.567;0;1;1;-1;
1;10156;0;102.577;0;1;1;-1;
1;10157;0;102.587;0;1;1;-1;
1;10158;0;102.597;0;1;1;-1;
1;10159;0;102.607;0;1;1;-1;
1;10160;0;102.617;0;1;1;-1;
1;10161;0;102.627;0;1;1;-1;
1;10162;0;102.637;0;1;1;-1;
1;10163;0;102.647;0;1;1;-1;
1;10164;0;102.657;0;1;1;-1;
1;10165;0;102.667;0;1;1;-1;
1;10166;0;102.677;0;1;1;-1;
1;10167;0;102.687;0;1;1;-1;
1;10168;0;102.697;0;1;1;-1;
1;10169;0;102.707;0;1;1;-1;
1;10170;0;102.717;0;1;1;-1;
1;10171;0;102.727;0;1;1;-1;
1;10172;0;102.737;0;1;1;-1;
1;10173;0;102.747;0;1;1;-1;
1;10174;0;102.757;0;1;1;-1;
1;10175;0;102.767;0;1;1;-1;
1;10176;0;102.777;0;1;1;-1;
1;10177;0;102.787;0;1;1;-1;
1;10178;0;102.797;0;1;1;-1;
1;10179;0;102.807;0;1;1;-1;
1;10180;0;102.817;0;1;1;-1;
1;10181;0;102.827;0;1;1;-1;
1;10182;0;102.837;0;1;1;-1;
1;10183;0;102.847;0;1;1;-1;
1;10184;0;102.857;0;1;1;-1;
1;10185;0;102.867;0;1;1;-1;
1;10186;0;102.877;0;1;1;-1;
1;10187;0;102.887;0;1;1;-1;
1;10188;0;102.897;0;1;1;-1;
1;10189;0;102.907;0;1;1;-1;
1;10190;0;102.917;0;1;1;-1;
1;10191;0;102.927;0;1;1;-1;
1;10192;0;102.937;0;1;1;-1;
1;10193;0;102.947;0;1;1;-1;
1;10194;0;102.957;0;1;1;-1;
1;10195;0;102.967;0;1;1;-1;
1;10196;0;102.977;0;1;1;-1;
1;10197;0;102.987;0;1;1;-1;
1;10198;0;102.997;0;1;1;-1;
1;10199;0;103.007;0;1;1;-1;
1;10200;0;103.017;0;1;1;-1;
1;10201;0;103.027;0;1;1;-1;
1;10202;0;103.037;0;1;1;-1;
1;10203;0;103.047;0;1;1;-1;
1;10204;0;103.057;0;1;1;-1;
1;10205;0;103.067;0;1;1;-1;
1;10206;0;103.077;0;1;1;-1;
1;10207;0;103.087;0;1;1;-1;
1;10208;0;103.097;0;1;1;-1;
1;10209;0;103.107;0;1;1;-1;
1;10210;0;103.117;0;1;1;-1;
1;10211;0;103.127;0;1;1;-1;
1;10212;0;103.137;0;1;1;-1;
1;10213;0;103.147;0;1;1;-1;
1;10214;0;103.157;0;1;1;-1;
1;10215;0;103.167;0;1;1;-1;
1;10216;0;103.177;0;1;1;-1;
1;10217;0;103.187;0;1;1;-1;
1;10218;0;103.197;0;1;1;-1;
1;10219;0;103.207;0;1;1;-1;
1;10220;0;103.217;0;1;1;-1;
1;10221;0;103.227;0;1;1;-1;
1;10222;0;103.237;0;1;1;-1;
1;10223;0;103.247;0;1;1;-1;
1;10224;0;103.257;0;1;1;-1;
1;10225;0;103.267;0;1;1;-1;
1;10226;0;103.277;0;1;1;-1;
1;10227;0;103.287;0;1;1;-1;
1;10228;0;103.297;0;1;1;-1;
1;10229;0;103.307;0;1;1;-1;
1;10230;0;103.317;0;1;1;-1;
1;10231;0;103.327;0;1;1;-1;
1;10232;0;103.337;0;1;1;-1;
1;10233;0;103.347;0;1;1;-1;
1;10234;0;103.357;0;1;1;-1;
1;10235;0;103.367;0;1;1;-1;
1;10236;0;103.377;0;1;1;-1;
1;10237;0;103.387;0;1;1;-1;
1;10238;0;103.397;0;1;1;-1;
1;10239;0;103.407;0;1;1;-1;
1;10240;0;103.417;0;1;1;-1;
1;10241;0;103.427;0;1;1;-1;
1;10242;0;103.437;0;1;1;-1;
1;10243;0;103.447;0;1;1;-1;
1;10244;0;103.457;0;1;1;-1;
1;10245;0;103.467;0;1;1;-1;
1;10246;0;103.477;0;1;1;-1;
1;10247;0;103.487;0;1;1;-1;
1;10248;0;103.497;0;1;1;-1;
1;10249;0;103.507;0;1;1;-1;
1;10250;0;103.517;0;1;1;-1;
1;10251;0;103.527;0;1;1;-1;
1;10252;0;103.537;0;1;1;-1;
1;10253;0;103.547;0;1;1;-1;
1;10254;0;103.557;0;1;1;-1;
1;10255;0;103.567;0;1;1;-1;
1;10256;0;103.577;0;1;1;-1;
1;10257;0;103.587;0;1;1;-1;
1;10258;0;103.597;0;1;1;-1;
1;10259;0;103.607;0;1;1;-1;
1;10260;0;103.617;0;1;1;-1;
1;10261;0;103.627;0;1;1;-1;
1;10262;0;103.637;0;1;1;-1;
1;10263;0;103.647;0;1;1;-1;
1;10264;0;103.657;0;1;1;-1;
1;10265;0;103.667;0;1;1;-1;
1;10266;0;103.677;0;1;1;-1;
1;10267;0;103.687;0;1;1;-1;
1;10268;0;103.697;0;1;1;-1;
1;10269;0;103.707;0;1;1;-1;
1;10270;0;103.717;0;1;1;-1;
1;10271;0;103.727;0;1;1;-1;
1;10272;0;103.737;0;1;1;-1;
1;10273;0;103.747;0;1;1;-1;
1;10274;0;103.757;0;1;1;-1;
1;10275;0;103.767;0;1;1;-1;
1;10276;0;103.777;0;1;1;-1;
1;10277;0;103.787;0;1;1;-1;
1;10278;0;103.797;0;1;1;-1;
1;10279;0;103.807;0;1;1;-1;
1;10280;0;103.817;0;1;1;-1;
1;10281;0;103.827;0;1;1;-1;
1;10282;0;103.837;0;1;1;-1;
1;10283;0;103.847;0;1;1;-1;
1;10284;0;103.857;0;1;1;-1;
1;10285;0;103.867;0;1;1;-1;
1;10286;0;103.877;0;1;1;-1;
1;10287;0;103.887;0;1;1;-1;
1;10288;0;103.897;0;1;1;-1;
1;10289;0;103.907;0;1;1;-1;
1;10290;0;103.917;0;1;1;-1;
1;10291;0;103.927;0;1;1;-1;
1;10292;0;103.937;0;1;1;-1;
1;10293;0;103.947;0;1;1;-1;
1;10294;0;103.957;0;1;1;-1;
1;10295;0;103.967;0;1;1;-1;
1;10296;0;103.977;0;1;1;-1;
1;10297;0;103.987;0;1;1;-1;
1;10298;0;103.997;0;1;1;-1;
1;10299;0;104.007;0;1;1;-1;
1;10300;0;104.017;0;1;1;-1;
1;10301;0;104.027;0;1;1;-1;
1;10302;0;104.037;0;1;1;-1;
1;10303;0;104.047;0;1;1;-1;
1;10304;0;104.057;0;1;1;-1;
1;10305;0;104.067;0;1;1;-1;
1;10306;0;104.077;0;1;1;-1;
1;10307;0;104.087;0;1;1;-1;
1;10308;0;104.097;0;1;1;-1;
1;10309;0;104.107;0;1;1;-1;
1;10310;0;104.117;0;1;1;-1;
1;10311;0;104.127;0;1;1;-1;
1;10312;0;104.137;0;1;1;-1;
1;10313;0;104.147;0;1;1;-1;
1;10314;0;104.157;0;1;1;-1;
1;10315;0;104.167;0;1;1;-1;
1;10316;0;104.177;0;1;1;-1;
1;10317;0;104.187;0;1;1;-1;
1;10318;0;104.197;0;1;1;-1;
1;10319;0;104.207;0;1;1;-1;
1;10320;0;104.216;0;1;1;-1;
1;10321;0;104.226;0;1;1;-1;
1;10322;0;104.236;0;1;1;-1;
1;10323;0;104.246;0;1;1;-1;
1;10324;0;104.256;0;1;1;-1;
1;10325;0;104.266;0;1;1;-1;
1;10326;0;104.276;0;1;1;-1;
1;10327;0;104.286;0;1;1;-1;
1;10328;0;104.296;0;1;1;-1;
1;10329;0;104.306;0;1;1;-1;
1;10330;0;104.316;0;1;1;-1;
1;10331;0;104.326;0;1;1;-1;
1;10332;0;104.336;0;1;1;-1;
1;10333;0;104.346;0;1;1;-1;
1;10334;0;104.356;0;1;1;-1;
1;10335;0;104.366;0;1;1;-1;
1;10336;0;104.376;0;1;1;-1;
1;10337;0;104.386;0;1;1;-1;
1;10338;0;104.396;0;1;1;-1;
1;10339;0;104.406;0;1;1;-1;
1;10340;0;104.416;0;1;1;-1;
1;10341;0;104.426;0;1;1;-1;
1;10342;0;104.436;0;1;1;-1;
1;10343;0;104.446;0;1;1;-1;
1;10344;0;104.456;0;1;1;-1;
1;10345;0;104.466;0;1;1;-1;
1;10346;0;104.476;0;1;1;-1;
1;10347;0;104.486;0;1;1;-1;
1;10348;0;104.496;0;1;1;-1;
1;10349;0;104.506;0;1;1;-1;
1;10350;0;104.516;0;1;1;-1;
1;10351;0;104.526;0;1;1;-1;
1;10352;0;104.536;0;1;1;-1;
1;10353;0;104.546;0;1;1;-1;
1;10354;0;104.556;0;1;1;-1;
1;10355;0;104.566;0;1;1;-1;
1;10356;0;104.576;0;1;1;-1;
1;10357;0;104.586;0;1;1;-1;
1;10358;0;104.596;0;1;1;-1;
1;10359;0;104.606;0;1;1;-1;
1;10360;0;104.616;0;1;1;-1;
1;10361;0;104.626;0;1;1;-1;
1;10362;0;104.636;0;1;1;-1;
1;10363;0;104.646;0;1;1;-1;
1;10364;0;104.656;0;1;1;-1;
1;10365;0;104.666;0;1;1;-1;
1;10366;0;104.676;0;1;1;-1;
1;10367;0;104.686;0;1;1;-1;
1;10368;0;104.696;0;1;1;-1;
1;10369;0;104.706;0;1;1;-1;
1;10370;0;104.716;0;1;1;-1;
1;10371;0;104.726;0;1;1;-1;
1;10372;0;104.736;0;1;1;-1;
1;10373;0;104.746;0;1;1;-1;
1;10374;0;104.756;0;1;1;-1;
1;10375;0;104.766;0;1;1;-1;
1;10376;0;104.776;0;1;1;-1;
1;10377;0;104.786;0;1;1;-1;
1;10378;0;104.796;0;1;1;-1;
1;10379;0;104.806;0;1;1;-1;
1;10380;0;104.816;0;1;1;-1;
1;10381;0;104.826;0;1;1;-1;
1;10382;0;104.836;0;1;1;-1;
1;10383;0;104.846;0;1;1;-1;
1;10384;0;104.856;0;1;1;-1;
1;10385;0;104.866;0;1;1;-1;
1;10386;0;104.876;0;1;1;-1;
1;10387;0;104.886;0;1;1;-1;
1;10388;0;104.896;0;1;1;-1;
1;10389;0;104.906;0;1;1;-1;
1;10390;0;104.916;0;1;1;-1;
1;10391;0;104.926;0;1;1;-1;
1;10392;0;104.936;0;1;1;-1;
1;10393;0;104.946;0;1;1;-1;
1;10394;0;104.956;0;1;1;-1;
1;10395;0;104.966;0;1;1;-1;
1;10396;0;104.976;0;1;1;-1;
1;10397;0;104.986;0;1;1;-1;
1;10398;0;104.996;0;1;1;-1;
1;10399;0;105.006;0;1;1;-1;
1;10400;0;105.016;0;1;1;-1;
1;10401;0;105.026;0;1;1;-1;
1;10402;0;105.036;0;1;1;-1;
1;10403;0;105.046;0;1;1;-1;
1;10404;0;105.056;0;1;1;-1;
1;10405;0;105.066;0;1;1;-1;
1;10406;0;105.076;0;1;1;-1;
1;10407;0;105.086;0;1;1;-1;
1;10408;0;105.096;0;1;1;-1;
1;10409;0;105.106;0;1;1;-1;
1;10410;0;105.116;0;1;1;-1;
1;10411;0;105.126;0;1;1;-1;
1;10412;0;105.136;0;1;1;-1;
1;10413;0;105.146;0;1;1;-1;
1;10414;0;105.156;0;1;1;-1;
1;10415;0;105.166;0;1;1;-1;
1;10416;0;105.176;0;1;1;-1;
1;10417;0;105.186;0;1;1;-1;
1;10418;0;105.196;0;1;1;-1;
1;10419;0;105.206;0;1;1;-1;
1;10420;0;105.216;0;1;1;-1;
1;10421;0;105.226;0;1;1;-1;
1;10422;0;105.236;0;1;1;-1;
1;10423;0;105.246;0;1;1;-1;
1;10424;0;105.256;0;1;1;-1;
1;10425;0;105.266;0;1;1;-1;
1;10426;0;105.276;0;1;1;-1;
1;10427;0;105.286;0;1;1;-1;
1;10428;0;105.296;0;1;1;-1;
1;10429;0;105.306;0;1;1;-1;
1;10430;0;105.316;0;1;1;-1;
1;10431;0;105.326;0;1;1;-1;
1;10432;0;105.336;0;1;1;-1;
1;10433;0;105.346;0;1;1;-1;
1;10434;0;105.356;0;1;1;-1;
1;10435;0;105.366;0;1;1;-1;
1;10436;0;105.376;0;1;1;-1;
1;10437;0;105.386;0;1;1;-1;
1;10438;0;105.396;0;1;1;-1;
1;10439;0;105.406;0;1;1;-1;
1;10440;0;105.416;0;1;1;-1;
1;10441;0;105.426;0;1;1;-1;
1;10442;0;105.436;0;1;1;-1;
1;10443;0;105.446;0;1;1;-1;
1;10444;0;105.456;0;1;1;-1;
1;10445;0;105.466;0;1;1;-1;
1;10446;0;105.476;0;1;1;-1;
1;10447;0;105.486;0;1;1;-1;
1;10448;0;105.496;0;1;1;-1;
1;10449;0;105.506;0;1;1;-1;
1;10450;0;105.516;0;1;1;-1;
1;10451;0;105.526;0;1;1;-1;
1;10452;0;105.536;0;1;1;-1;
1;10453;0;105.546;0;1;1;-1;
1;10454;0;105.556;0;1;1;-1;
1;10455;0;105.566;0;1;1;-1;
1;10456;0;105.576;0;1;1;-1;
1;10457;0;105.586;0;1;1;-1;
1;10458;0;105.596;0;1;1;-1;
1;10459;0;105.606;0;1;1;-1;
1;10460;0;105.616;0;1;1;-1;
1;10461;0;105.626;0;1;1;-1;
1;10462;0;105.636;0;1;1;-1;
1;10463;0;105.646;0;1;1;-1;
