numOfLayer;numOnLayer;t;x;u;c;u+c;u-c;
1;3764;0;38.6927;0;1;1;-1;
1;3765;0;38.7027;0;1;1;-1;
1;3766;0;38.7127;0;1;1;-1;
1;3767;0;38.7227;0;1;1;-1;
1;3768;0;38.7327;0;1;1;-1;
1;3769;0;38.7427;0;1;1;-1;
1;3770;0;38.7527;0;1;1;-1;
1;3771;0;38.7627;0;1;1;-1;
1;3772;0;38.7727;0;1;1;-1;
1;3773;0;38.7827;0;1;1;-1;
1;3774;0;38.7926;0;1;1;-1;
1;3775;0;38.8026;0;1;1;-1;
1;3776;0;38.8126;0;1;1;-1;
1;3777;0;38.8226;0;1;1;-1;
1;3778;0;38.8326;0;1;1;-1;
1;3779;0;38.8426;0;1;1;-1;
1;3780;0;38.8526;0;1;1;-1;
1;3781;0;38.8626;0;1;1;-1;
1;3782;0;38.8726;0;1;1;-1;
1;3783;0;38.8826;0;1;1;-1;
1;3784;0;38.8926;0;1;1;-1;
1;3785;0;38.9026;0;1;1;-1;
1;3786;0;38.9126;0;1;1;-1;
1;3787;0;38.9226;0;1;1;-1;
1;3788;0;38.9326;0;1;1;-1;
1;3789;0;38.9426;0;1;1;-1;
1;3790;0;38.9526;0;1;1;-1;
1;3791;0;38.9626;0;1;1;-1;
1;3792;0;38.9725;0;1;1;-1;
1;3793;0;38.9825;0;1;1;-1;
1;3794;0;38.9925;0;1;1;-1;
1;3795;0;39.0025;0;1;1;-1;
1;3796;0;39.0125;0;1;1;-1;
1;3797;0;39.0225;0;1;1;-1;
1;3798;0;39.0325;0;1;1;-1;
1;3799;0;39.0425;0;1;1;-1;
1;3800;0;39.0525;0;1;1;-1;
1;3801;0;39.0625;0;1;1;-1;
1;3802;0;39.0725;0;1;1;-1;
1;3803;0;39.0825;0;1;1;-1;
1;3804;0;39.0925;0;1;1;-1;
1;3805;0;39.1025;0;1;1;-1;
1;3806;0;39.1125;0;1;1;-1;
1;3807;0;39.1225;0;1;1;-1;
1;3808;0;39.1325;0;1;1;-1;
1;3809;0;39.1425;0;1;1;-1;
1;3810;0;39.1525;0;1;1;-1;
1;3811;0;39.1624;0;1;1;-1;
1;3812;0;39.1724;0;1;1;-1;
1;3813;0;39.1824;0;1;1;-1;
1;3814;0;39.1924;0;1;1;-1;
1;3815;0;39.2024;0;1;1;-1;
1;3816;0;39.2124;0;1;1;-1;
1;3817;0;39.2224;0;1;1;-1;
1;3818;0;39.2324;0;1;1;-1;
1;3819;0;39.2424;0;1;1;-1;
1;3820;0;39.2524;0;1;1;-1;
1;3821;0;39.2624;0;1;1;-1;
1;3822;0;39.2724;0;1;1;-1;
1;3823;0;39.2824;0;1;1;-1;
1;3824;0;39.2924;0;1;1;-1;
1;3825;0;39.3024;0;1;1;-1;
1;3826;0;39.3124;0;1;1;-1;
1;3827;0;39.3224;0;1;1;-1;
1;3828;0;39.3324;0;1;1;-1;
1;3829;0;39.3423;0;1;1;-1;
1;3830;0;39.3523;0;1;1;-1;
1;3831;0;39.3623;0;1;1;-1;
1;3832;0;39.3723;0;1;1;-1;
1;3833;0;39.3823;0;1;1;-1;
1;3834;0;39.3923;0;1;1;-1;
1;3835;0;39.4023;0;1;1;-1;
1;3836;0;39.4123;0;1;1;-1;
1;3837;0;39.4223;0;1;1;-1;
1;3838;0;39.4323;0;1;1;-1;
1;3839;0;39.4423;0;1;1;-1;
1;3840;0;39.4523;0;1;1;-1;
1;3841;0;39.4623;0;1;1;-1;
1;3842;0;39.4723;0;1;1;-1;
1;3843;0;39.4823;0;1;1;-1;
1;3844;0;39.4923;0;1;1;-1;
1;3845;0;39.5023;0;1;1;-1;
1;3846;0;39.5123;0;1;1;-1;
1;3847;0;39.5222;0;1;1;-1;
1;3848;0;39.5322;0;1;1;-1;
1;3849;0;39.5422;0;1;1;-1;
1;3850;0;39.5522;0;1;1;-1;
1;3851;0;39.5622;0;1;1;-1;
1;3852;0;39.5722;0;1;1;-1;
1;3853;0;39.5822;0;1;1;-1;
1;3854;0;39.5922;0;1;1;-1;
1;3855;0;39.6022;0;1;1;-1;
1;3856;0;39.6122;0;1;1;-1;
1;3857;0;39.6222;0;1;1;-1;
1;3858;0;39.6322;0;1;1;-1;
1;3859;0;39.6422;0;1;1;-1;
1;3860;0;39.6522;0;1;1;-1;
1;3861;0;39.6622;0;1;1;-1;
1;3862;0;39.6722;0;1;1;-1;
1;3863;0;39.6822;0;1;1;-1;
1;3864;0;39.6922;0;1;1;-1;
1;3865;0;39.7021;0;1;1;-1;
1;3866;0;39.7121;0;1;1;-1;
1;3867;0;39.7221;0;1;1;-1;
1;3868;0;39.7321;0;1;1;-1;
1;3869;0;39.7421;0;1;1;-1;
1;3870;0;39.7521;0;1;1;-1;
1;3871;0;39.7621;0;1;1;-1;
1;3872;0;39.7721;0;1;1;-1;
1;3873;0;39.7821;0;1;1;-1;
1;3874;0;39.7921;0;1;1;-1;
1;3875;0;39.8021;0;1;1;-1;
1;3876;0;39.8121;0;1;1;-1;
1;3877;0;39.8221;0;1;1;-1;
1;3878;0;39.8321;0;1;1;-1;
1;3879;0;39.8421;0;1;1;-1;
1;3880;0;39.8521;0;1;1;-1;
1;3881;0;39.8621;0;1;1;-1;
1;3882;0;39.8721;0;1;1;-1;
1;3883;0;39.882;0;1;1;-1;
1;3884;0;39.892;0;1;1;-1;
1;3885;0;39.902;0;1;1;-1;
1;3886;0;39.912;0;1;1;-1;
1;3887;0;39.922;0;1;1;-1;
1;3888;0;39.932;0;1;1;-1;
1;3889;0;39.942;0;1;1;-1;
1;3890;0;39.952;0;1;1;-1;
1;3891;0;39.962;0;1;1;-1;
1;3892;0;39.972;0;1;1;-1;
1;3893;0;39.982;0;1;1;-1;
1;3894;0;39.992;0;1;1;-1;
1;3895;0;40.002;0;1;1;-1;
1;3896;0;40.012;0;1;1;-1;
1;3897;0;40.022;0;1;1;-1;
1;3898;0;40.032;0;1;1;-1;
1;3899;0;40.042;0;1;1;-1;
1;3900;0;40.052;0;1;1;-1;
1;3901;0;40.0619;0;1;1;-1;
1;3902;0;40.0719;0;1;1;-1;
1;3903;0;40.0819;0;1;1;-1;
1;3904;0;40.0919;0;1;1;-1;
1;3905;0;40.1019;0;1;1;-1;
1;3906;0;40.1119;0;1;1;-1;
1;3907;0;40.1219;0;1;1;-1;
1;3908;0;40.1319;0;1;1;-1;
1;3909;0;40.1419;0;1;1;-1;
1;3910;0;40.1519;0;1;1;-1;
1;3911;0;40.1619;0;1;1;-1;
1;3912;0;40.1719;0;1;1;-1;
1;3913;0;40.1819;0;1;1;-1;
1;3914;0;40.1919;0;1;1;-1;
1;3915;0;40.2019;0;1;1;-1;
1;3916;0;40.2119;0;1;1;-1;
1;3917;0;40.2219;0;1;1;-1;
1;3918;0;40.2319;0;1;1;-1;
1;3919;0;40.2418;0;1;1;-1;
1;3920;0;40.2518;0;1;1;-1;
1;3921;0;40.2618;0;1;1;-1;
1;3922;0;40.2718;0;1;1;-1;
1;3923;0;40.2818;0;1;1;-1;
1;3924;0;40.2918;0;1;1;-1;
1;3925;0;40.3018;0;1;1;-1;
1;3926;0;40.3118;0;1;1;-1;
1;3927;0;40.3218;0;1;1;-1;
1;3928;0;40.3318;0;1;1;-1;
1;3929;0;40.3418;0;1;1;-1;
1;3930;0;40.3518;0;1;1;-1;
1;3931;0;40.3618;0;1;1;-1;
1;3932;0;40.3718;0;1;1;-1;
1;3933;0;40.3818;0;1;1;-1;
1;3934;0;40.3918;0;1;1;-1;
1;3935;0;40.4018;0;1;1;-1;
1;3936;0;40.4118;0;1;1;-1;
1;3937;0;40.4217;0;1;1;-1;
1;3938;0;40.4317;0;1;1;-1;
1;3939;0;40.4417;0;1;1;-1;
1;3940;0;40.4517;0;1;1;-1;
1;3941;0;40.4617;0;1;1;-1;
1;3942;0;40.4717;0;1;1;-1;
1;3943;0;40.4817;0;1;1;-1;
1;3944;0;40.4917;0;1;1;-1;
1;3945;0;40.5017;0;1;1;-1;
1;3946;0;40.5117;0;1;1;-1;
1;3947;0;40.5217;0;1;1;-1;
1;3948;0;40.5317;0;1;1;-1;
1;3949;0;40.5417;0;1;1;-1;
1;3950;0;40.5517;0;1;1;-1;
1;3951;0;40.5617;0;1;1;-1;
1;3952;0;40.5717;0;1;1;-1;
1;3953;0;40.5817;0;1;1;-1;
1;3954;0;40.5917;0;1;1;-1;
1;3955;0;40.6016;0;1;1;-1;
1;3956;0;40.6116;0;1;1;-1;
1;3957;0;40.6216;0;1;1;-1;
1;3958;0;40.6316;0;1;1;-1;
1;3959;0;40.6416;0;1;1;-1;
1;3960;0;40.6516;0;1;1;-1;
1;3961;0;40.6616;0;1;1;-1;
1;3962;0;40.6716;0;1;1;-1;
1;3963;0;40.6816;0;1;1;-1;
1;3964;0;40.6916;0;1;1;-1;
1;3965;0;40.7016;0;1;1;-1;
1;3966;0;40.7116;0;1;1;-1;
1;3967;0;40.7216;0;1;1;-1;
1;3968;0;40.7316;0;1;1;-1;
1;3969;0;40.7416;0;1;1;-1;
1;3970;0;40.7516;0;1;1;-1;
1;3971;0;40.7616;0;1;1;-1;
1;3972;0;40.7716;0;1;1;-1;
1;3973;0;40.7816;0;1;1;-1;
1;3974;0;40.7915;0;1;1;-1;
1;3975;0;40.8015;0;1;1;-1;
1;3976;0;40.8115;0;1;1;-1;
1;3977;0;40.8215;0;1;1;-1;
1;3978;0;40.8315;0;1;1;-1;
1;3979;0;40.8415;0;1;1;-1;
1;3980;0;40.8515;0;1;1;-1;
1;3981;0;40.8615;0;1;1;-1;
1;3982;0;40.8715;0;1;1;-1;
1;3983;0;40.8815;0;1;1;-1;
1;3984;0;40.8915;0;1;1;-1;
1;3985;0;40.9015;0;1;1;-1;
1;3986;0;40.9115;0;1;1;-1;
1;3987;0;40.9215;0;1;1;-1;
1;3988;0;40.9315;0;1;1;-1;
1;3989;0;40.9415;0;1;1;-1;
1;3990;0;40.9515;0;1;1;-1;
1;3991;0;40.9615;0;1;1;-1;
1;3992;0;40.9714;0;1;1;-1;
1;3993;0;40.9814;0;1;1;-1;
1;3994;0;40.9914;0;1;1;-1;
1;3995;0;41.0014;0;1;1;-1;
1;3996;0;41.0114;0;1;1;-1;
1;3997;0;41.0214;0;1;1;-1;
1;3998;0;41.0314;0;1;1;-1;
1;3999;0;41.0414;0;1;1;-1;
1;4000;0;41.0514;0;1;1;-1;
1;4001;0;41.0614;0;1;1;-1;
1;4002;0;41.0714;0;1;1;-1;
1;4003;0;41.0814;0;1;1;-1;
1;4004;0;41.0914;0;1;1;-1;
1;4005;0;41.1014;0;1;1;-1;
1;4006;0;41.1114;0;1;1;-1;
1;4007;0;41.1214;0;1;1;-1;
1;4008;0;41.1314;0;1;1;-1;
1;4009;0;41.1414;0;1;1;-1;
1;4010;0;41.1513;0;1;1;-1;
1;4011;0;41.1613;0;1;1;-1;
1;4012;0;41.1713;0;1;1;-1;
1;4013;0;41.1813;0;1;1;-1;
1;4014;0;41.1913;0;1;1;-1;
1;4015;0;41.2013;0;1;1;-1;
1;4016;0;41.2113;0;1;1;-1;
1;4017;0;41.2213;0;1;1;-1;
1;4018;0;41.2313;0;1;1;-1;
1;4019;0;41.2413;0;1;1;-1;
1;4020;0;41.2513;0;1;1;-1;
1;4021;0;41.2613;0;1;1;-1;
1;4022;0;41.2713;0;1;1;-1;
1;4023;0;41.2813;0;1;1;-1;
1;4024;0;41.2913;0;1;1;-1;
1;4025;0;41.3013;0;1;1;-1;
1;4026;0;41.3113;0;1;1;-1;
1;4027;0;41.3213;0;1;1;-1;
1;4028;0;41.3312;0;1;1;-1;
1;4029;0;41.3412;0;1;1;-1;
1;4030;0;41.3512;0;1;1;-1;
1;4031;0;41.3612;0;1;1;-1;
1;4032;0;41.3712;0;1;1;-1;
1;4033;0;41.3812;0;1;1;-1;
1;4034;0;41.3912;0;1;1;-1;
1;4035;0;41.4012;0;1;1;-1;
1;4036;0;41.4112;0;1;1;-1;
1;4037;0;41.4212;0;1;1;-1;
1;4038;0;41.4312;0;1;1;-1;
1;4039;0;41.4412;0;1;1;-1;
1;4040;0;41.4512;0;1;1;-1;
1;4041;0;41.4612;0;1;1;-1;
1;4042;0;41.4712;0;1;1;-1;
1;4043;0;41.4812;0;1;1;-1;
1;4044;0;41.4912;0;1;1;-1;
1;4045;0;41.5012;0;1;1;-1;
1;4046;0;41.5111;0;1;1;-1;
1;4047;0;41.5211;0;1;1;-1;
1;4048;0;41.5311;0;1;1;-1;
1;4049;0;41.5411;0;1;1;-1;
1;4050;0;41.5511;0;1;1;-1;
1;4051;0;41.5611;0;1;1;-1;
1;4052;0;41.5711;0;1;1;-1;
1;4053;0;41.5811;0;1;1;-1;
1;4054;0;41.5911;0;1;1;-1;
1;4055;0;41.6011;0;1;1;-1;
1;4056;0;41.6111;0;1;1;-1;
1;4057;0;41.6211;0;1;1;-1;
1;4058;0;41.6311;0;1;1;-1;
1;4059;0;41.6411;0;1;1;-1;
1;4060;0;41.6511;0;1;1;-1;
1;4061;0;41.6611;0;1;1;-1;
1;4062;0;41.6711;0;1;1;-1;
1;4063;0;41.6811;0;1;1;-1;
1;4064;0;41.691;0;1;1;-1;
1;4065;0;41.701;0;1;1;-1;
1;4066;0;41.711;0;1;1;-1;
1;4067;0;41.721;0;1;1;-1;
1;4068;0;41.731;0;1;1;-1;
1;4069;0;41.741;0;1;1;-1;
1;4070;0;41.751;0;1;1;-1;
1;4071;0;41.761;0;1;1;-1;
1;4072;0;41.771;0;1;1;-1;
1;4073;0;41.781;0;1;1;-1;
1;4074;0;41.791;0;1;1;-1;
1;4075;0;41.801;0;1;1;-1;
1;4076;0;41.811;0;1;1;-1;
1;4077;0;41.821;0;1;1;-1;
1;4078;0;41.831;0;1;1;-1;
1;4079;0;41.841;0;1;1;-1;
1;4080;0;41.851;0;1;1;-1;
1;4081;0;41.861;0;1;1;-1;
1;4082;0;41.8709;0;1;1;-1;
1;4083;0;41.8809;0;1;1;-1;
1;4084;0;41.8909;0;1;1;-1;
1;4085;0;41.9009;0;1;1;-1;
1;4086;0;41.9109;0;1;1;-1;
1;4087;0;41.9209;0;1;1;-1;
1;4088;0;41.9309;0;1;1;-1;
1;4089;0;41.9409;0;1;1;-1;
1;4090;0;41.9509;0;1;1;-1;
1;4091;0;41.9609;0;1;1;-1;
1;4092;0;41.9709;0;1;1;-1;
1;4093;0;41.9809;0;1;1;-1;
1;4094;0;41.9909;0;1;1;-1;
1;4095;0;42.0009;0;1;1;-1;
1;4096;0;42.0109;0;1;1;-1;
1;4097;0;42.0209;0;1;1;-1;
1;4098;0;42.0309;0;1;1;-1;
1;4099;0;42.0409;0;1;1;-1;
1;4100;0;42.0508;0;1;1;-1;
1;4101;0;42.0608;0;1;1;-1;
1;4102;0;42.0708;0;1;1;-1;
1;4103;0;42.0808;0;1;1;-1;
1;4104;0;42.0908;0;1;1;-1;
1;4105;0;42.1008;0;1;1;-1;
1;4106;0;42.1108;0;1;1;-1;
1;4107;0;42.1208;0;1;1;-1;
1;4108;0;42.1308;0;1;1;-1;
1;4109;0;42.1408;0;1;1;-1;
1;4110;0;42.1508;0;1;1;-1;
1;4111;0;42.1608;0;1;1;-1;
1;4112;0;42.1708;0;1;1;-1;
1;4113;0;42.1808;0;1;1;-1;
1;4114;0;42.1908;0;1;1;-1;
1;4115;0;42.2008;0;1;1;-1;
1;4116;0;42.2108;0;1;1;-1;
1;4117;0;42.2208;0;1;1;-1;
1;4118;0;42.2307;0;1;1;-1;
1;4119;0;42.2407;0;1;1;-1;
1;4120;0;42.2507;0;1;1;-1;
1;4121;0;42.2607;0;1;1;-1;
1;4122;0;42.2707;0;1;1;-1;
1;4123;0;42.2807;0;1;1;-1;
1;4124;0;42.2907;0;1;1;-1;
1;4125;0;42.3007;0;1;1;-1;
1;4126;0;42.3107;0;1;1;-1;
1;4127;0;42.3207;0;1;1;-1;
1;4128;0;42.3307;0;1;1;-1;
1;4129;0;42.3407;0;1;1;-1;
1;4130;0;42.3507;0;1;1;-1;
1;4131;0;42.3607;0;1;1;-1;
1;4132;0;42.3707;0;1;1;-1;
1;4133;0;42.3807;0;1;1;-1;
1;4134;0;42.3907;0;1;1;-1;
1;4135;0;42.4007;0;1;1;-1;
1;4136;0;42.4106;0;1;1;-1;
1;4137;0;42.4206;0;1;1;-1;
1;4138;0;42.4306;0;1;1;-1;
1;4139;0;42.4406;0;1;1;-1;
1;4140;0;42.4506;0;1;1;-1;
1;4141;0;42.4606;0;1;1;-1;
1;4142;0;42.4706;0;1;1;-1;
1;4143;0;42.4806;0;1;1;-1;
1;4144;0;42.4906;0;1;1;-1;
1;4145;0;42.5006;0;1;1;-1;
1;4146;0;42.5106;0;1;1;-1;
1;4147;0;42.5206;0;1;1;-1;
1;4148;0;42.5306;0;1;1;-1;
1;4149;0;42.5406;0;1;1;-1;
1;4150;0;42.5506;0;1;1;-1;
1;4151;0;42.5606;0;1;1;-1;
1;4152;0;42.5706;0;1;1;-1;
1;4153;0;42.5806;0;1;1;-1;
1;4154;0;42.5906;0;1;1;-1;
1;4155;0;42.6005;0;1;1;-1;
1;4156;0;42.6105;0;1;1;-1;
1;4157;0;42.6205;0;1;1;-1;
1;4158;0;42.6305;0;1;1;-1;
1;4159;0;42.6405;0;1;1;-1;
1;4160;0;42.6505;0;1;1;-1;
1;4161;0;42.6605;0;1;1;-1;
1;4162;0;42.6705;0;1;1;-1;
1;4163;0;42.6805;0;1;1;-1;
1;4164;0;42.6905;0;1;1;-1;
1;4165;0;42.7005;0;1;1;-1;
1;4166;0;42.7105;0;1;1;-1;
1;4167;0;42.7205;0;1;1;-1;
1;4168;0;42.7305;0;1;1;-1;
1;4169;0;42.7405;0;1;1;-1;
1;4170;0;42.7505;0;1;1;-1;
1;4171;0;42.7605;0;1;1;-1;
1;4172;0;42.7705;0;1;1;-1;
1;4173;0;42.7804;0;1;1;-1;
1;4174;0;42.7904;0;1;1;-1;
1;4175;0;42.8004;0;1;1;-1;
1;4176;0;42.8104;0;1;1;-1;
1;4177;0;42.8204;0;1;1;-1;
1;4178;0;42.8304;0;1;1;-1;
1;4179;0;42.8404;0;1;1;-1;
1;4180;0;42.8504;0;1;1;-1;
1;4181;0;42.8604;0;1;1;-1;
1;4182;0;42.8704;0;1;1;-1;
1;4183;0;42.8804;0;1;1;-1;
1;4184;0;42.8904;0;1;1;-1;
1;4185;0;42.9004;0;1;1;-1;
1;4186;0;42.9104;0;1;1;-1;
1;4187;0;42.9204;0;1;1;-1;
1;4188;0;42.9304;0;1;1;-1;
1;4189;0;42.9404;0;1;1;-1;
1;4190;0;42.9504;0;1;1;-1;
1;4191;0;42.9603;0;1;1;-1;
1;4192;0;42.9703;0;1;1;-1;
1;4193;0;42.9803;0;1;1;-1;
1;4194;0;42.9903;0;1;1;-1;
1;4195;0;43.0003;0;1;1;-1;
1;4196;0;43.0103;0;1;1;-1;
1;4197;0;43.0203;0;1;1;-1;
1;4198;0;43.0303;0;1;1;-1;
1;4199;0;43.0403;0;1;1;-1;
1;4200;0;43.0503;0;1;1;-1;
1;4201;0;43.0603;0;1;1;-1;
1;4202;0;43.0703;0;1;1;-1;
1;4203;0;43.0803;0;1;1;-1;
1;4204;0;43.0903;0;1;1;-1;
1;4205;0;43.1003;0;1;1;-1;
1;4206;0;43.1103;0;1;1;-1;
1;4207;0;43.1203;0;1;1;-1;
1;4208;0;43.1303;0;1;1;-1;
1;4209;0;43.1402;0;1;1;-1;
1;4210;0;43.1502;0;1;1;-1;
1;4211;0;43.1602;0;1;1;-1;
1;4212;0;43.1702;0;1;1;-1;
1;4213;0;43.1802;0;1;1;-1;
1;4214;0;43.1902;0;1;1;-1;
1;4215;0;43.2002;0;1;1;-1;
1;4216;0;43.2102;0;1;1;-1;
1;4217;0;43.2202;0;1;1;-1;
1;4218;0;43.2302;0;1;1;-1;
1;4219;0;43.2402;0;1;1;-1;
1;4220;0;43.2502;0;1;1;-1;
1;4221;0;43.2602;0;1;1;-1;
1;4222;0;43.2702;0;1;1;-1;
1;4223;0;43.2802;0;1;1;-1;
1;4224;0;43.2902;0;1;1;-1;
1;4225;0;43.3002;0;1;1;-1;
1;4226;0;43.3102;0;1;1;-1;
1;4227;0;43.3201;0;1;1;-1;
1;4228;0;43.3301;0;1;1;-1;
1;4229;0;43.3401;0;1;1;-1;
1;4230;0;43.3501;0;1;1;-1;
1;4231;0;43.3601;0;1;1;-1;
1;4232;0;43.3701;0;1;1;-1;
1;4233;0;43.3801;0;1;1;-1;
1;4234;0;43.3901;0;1;1;-1;
1;4235;0;43.4001;0;1;1;-1;
1;4236;0;43.4101;0;1;1;-1;
1;4237;0;43.4201;0;1;1;-1;
1;4238;0;43.4301;0;1;1;-1;
1;4239;0;43.4401;0;1;1;-1;
1;4240;0;43.4501;0;1;1;-1;
1;4241;0;43.4601;0;1;1;-1;
1;4242;0;43.4701;0;1;1;-1;
1;4243;0;43.4801;0;1;1;-1;
1;4244;0;43.4901;0;1;1;-1;
1;4245;0;43.5;0;1;1;-1;
1;4246;0;43.51;0;1;1;-1;
1;4247;0;43.52;0;1;1;-1;
1;4248;0;43.53;0;1;1;-1;
1;4249;0;43.54;0;1;1;-1;
1;4250;0;43.55;0;1;1;-1;
1;4251;0;43.56;0;1;1;-1;
1;4252;0;43.57;0;1;1;-1;
1;4253;0;43.58;0;1;1;-1;
1;4254;0;43.59;0;1;1;-1;
1;4255;0;43.6;0;1;1;-1;
1;4256;0;43.61;0;1;1;-1;
1;4257;0;43.62;0;1;1;-1;
1;4258;0;43.63;0;1;1;-1;
1;4259;0;43.64;0;1;1;-1;
1;4260;0;43.65;0;1;1;-1;
1;4261;0;43.66;0;1;1;-1;
1;4262;0;43.67;0;1;1;-1;
1;4263;0;43.6799;0;1;1;-1;
1;4264;0;43.6899;0;1;1;-1;
1;4265;0;43.6999;0;1;1;-1;
1;4266;0;43.7099;0;1;1;-1;
1;4267;0;43.7199;0;1;1;-1;
1;4268;0;43.7299;0;1;1;-1;
1;4269;0;43.7399;0;1;1;-1;
1;4270;0;43.7499;0;1;1;-1;
1;4271;0;43.7599;0;1;1;-1;
1;4272;0;43.7699;0;1;1;-1;
1;4273;0;43.7799;0;1;1;-1;
1;4274;0;43.7899;0;1;1;-1;
1;4275;0;43.7999;0;1;1;-1;
1;4276;0;43.8099;0;1;1;-1;
1;4277;0;43.8199;0;1;1;-1;
1;4278;0;43.8299;0;1;1;-1;
1;4279;0;43.8399;0;1;1;-1;
1;4280;0;43.8499;0;1;1;-1;
1;4281;0;43.8598;0;1;1;-1;
1;4282;0;43.8698;0;1;1;-1;
1;4283;0;43.8798;0;1;1;-1;
1;4284;0;43.8898;0;1;1;-1;
1;4285;0;43.8998;0;1;1;-1;
1;4286;0;43.9098;0;1;1;-1;
1;4287;0;43.9198;0;1;1;-1;
1;4288;0;43.9298;0;1;1;-1;
1;4289;0;43.9398;0;1;1;-1;
1;4290;0;43.9498;0;1;1;-1;
1;4291;0;43.9598;0;1;1;-1;
1;4292;0;43.9698;0;1;1;-1;
1;4293;0;43.9798;0;1;1;-1;
1;4294;0;43.9898;0;1;1;-1;
1;4295;0;43.9998;0;1;1;-1;
1;4296;0;44.0098;0;1;1;-1;
1;4297;0;44.0198;0;1;1;-1;
1;4298;0;44.0298;0;1;1;-1;
1;4299;0;44.0397;0;1;1;-1;
1;4300;0;44.0497;0;1;1;-1;
1;4301;0;44.0597;0;1;1;-1;
1;4302;0;44.0697;0;1;1;-1;
1;4303;0;44.0797;0;1;1;-1;
1;4304;0;44.0897;0;1;1;-1;
1;4305;0;44.0997;0;1;1;-1;
1;4306;0;44.1097;0;1;1;-1;
1;4307;0;44.1197;0;1;1;-1;
1;4308;0;44.1297;0;1;1;-1;
1;4309;0;44.1397;0;1;1;-1;
1;4310;0;44.1497;0;1;1;-1;
1;4311;0;44.1597;0;1;1;-1;
1;4312;0;44.1697;0;1;1;-1;
1;4313;0;44.1797;0;1;1;-1;
1;4314;0;44.1897;0;1;1;-1;
1;4315;0;44.1997;0;1;1;-1;
1;4316;0;44.2097;0;1;1;-1;
1;4317;0;44.2197;0;1;1;-1;
1;4318;0;44.2296;0;1;1;-1;
1;4319;0;44.2396;0;1;1;-1;
1;4320;0;44.2496;0;1;1;-1;
1;4321;0;44.2596;0;1;1;-1;
1;4322;0;44.2696;0;1;1;-1;
1;4323;0;44.2796;0;1;1;-1;
1;4324;0;44.2896;0;1;1;-1;
1;4325;0;44.2996;0;1;1;-1;
1;4326;0;44.3096;0;1;1;-1;
1;4327;0;44.3196;0;1;1;-1;
1;4328;0;44.3296;0;1;1;-1;
1;4329;0;44.3396;0;1;1;-1;
1;4330;0;44.3496;0;1;1;-1;
1;4331;0;44.3596;0;1;1;-1;
1;4332;0;44.3696;0;1;1;-1;
1;4333;0;44.3796;0;1;1;-1;
1;4334;0;44.3896;0;1;1;-1;
1;4335;0;44.3996;0;1;1;-1;
1;4336;0;44.4095;0;1;1;-1;
1;4337;0;44.4195;0;1;1;-1;
1;4338;0;44.4295;0;1;1;-1;
1;4339;0;44.4395;0;1;1;-1;
1;4340;0;44.4495;0;1;1;-1;
1;4341;0;44.4595;0;1;1;-1;
1;4342;0;44.4695;0;1;1;-1;
1;4343;0;44.4795;0;1;1;-1;
1;4344;0;44.4895;0;1;1;-1;
1;4345;0;44.4995;0;1;1;-1;
1;4346;0;44.5095;0;1;1;-1;
1;4347;0;44.5195;0;1;1;-1;
1;4348;0;44.5295;0;1;1;-1;
1;4349;0;44.5395;0;1;1;-1;
1;4350;0;44.5495;0;1;1;-1;
1;4351;0;44.5595;0;1;1;-1;
1;4352;0;44.5695;0;1;1;-1;
1;4353;0;44.5795;0;1;1;-1;
1;4354;0;44.5894;0;1;1;-1;
1;4355;0;44.5994;0;1;1;-1;
1;4356;0;44.6094;0;1;1;-1;
1;4357;0;44.6194;0;1;1;-1;
1;4358;0;44.6294;0;1;1;-1;
1;4359;0;44.6394;0;1;1;-1;
1;4360;0;44.6494;0;1;1;-1;
1;4361;0;44.6594;0;1;1;-1;
1;4362;0;44.6694;0;1;1;-1;
1;4363;0;44.6794;0;1;1;-1;
1;4364;0;44.6894;0;1;1;-1;
1;4365;0;44.6994;0;1;1;-1;
1;4366;0;44.7094;0;1;1;-1;
1;4367;0;44.7194;0;1;1;-1;
1;4368;0;44.7294;0;1;1;-1;
1;4369;0;44.7394;0;1;1;-1;
1;4370;0;44.7494;0;1;1;-1;
1;4371;0;44.7594;0;1;1;-1;
1;4372;0;44.7693;0;1;1;-1;
1;4373;0;44.7793;0;1;1;-1;
1;4374;0;44.7893;0;1;1;-1;
1;4375;0;44.7993;0;1;1;-1;
1;4376;0;44.8093;0;1;1;-1;
1;4377;0;44.8193;0;1;1;-1;
1;4378;0;44.8293;0;1;1;-1;
1;4379;0;44.8393;0;1;1;-1;
1;4380;0;44.8493;0;1;1;-1;
1;4381;0;44.8593;0;1;1;-1;
1;4382;0;44.8693;0;1;1;-1;
1;4383;0;44.8793;0;1;1;-1;
1;4384;0;44.8893;0;1;1;-1;
1;4385;0;44.8993;0;1;1;-1;
1;4386;0;44.9093;0;1;1;-1;
1;4387;0;44.9193;0;1;1;-1;
1;4388;0;44.9293;0;1;1;-1;
1;4389;0;44.9393;0;1;1;-1;
1;4390;0;44.9492;0;1;1;-1;
1;4391;0;44.9592;0;1;1;-1;
1;4392;0;44.9692;0;1;1;-1;
1;4393;0;44.9792;0;1;1;-1;
1;4394;0;44.9892;0;1;1;-1;
1;4395;0;44.9992;0;1;1;-1;
1;4396;0;45.0092;0;1;1;-1;
1;4397;0;45.0192;0;1;1;-1;
1;4398;0;45.0292;0;1;1;-1;
1;4399;0;45.0392;0;1;1;-1;
1;4400;0;45.0492;0;1;1;-1;
