num;t;r;R;L
517;0.08740838;1.061975857;10.01900265;-4.958129915
518;0.087398015;1.061949629;10.01905357;-4.958136695
519;0.087387649;1.0619234;10.01910449;-4.958143478
520;0.087377284;1.061897171;10.01915541;-4.958150264
521;0.087371407;1.061882298;10.01918428;-4.958154113
522;0.087366919;1.061870941;10.01920633;-4.958157044
523;0.087356554;1.061844713;10.01925726;-4.958163817
524;0.087346189;1.061818483;10.01930818;-4.958170593
525;0.087335823;1.061792253;10.01935911;-4.958177372
526;0.087325458;1.061766022;10.01941005;-4.958184153
527;0.087315092;1.061739791;10.01946098;-4.958190937
528;0.087304726;1.061713558;10.01951191;-4.958197724
529;0.08729436;1.061687325;10.01956285;-4.958204514
530;0.087285711;1.061665437;10.01960535;-4.958210182
531;0.087283994;1.061661092;10.01961379;-4.958211304
532;0.087273628;1.06163486;10.01966473;-4.958218081
533;0.087263263;1.061608627;10.01971568;-4.958224861
534;0.087252897;1.061582393;10.01976663;-4.958231644
535;0.08724253;1.061556159;10.01981758;-4.95823843
536;0.087232164;1.061529924;10.01986853;-4.958245218
537;0.087221797;1.061503688;10.01991948;-4.95825201
538;0.087211431;1.061477451;10.01997043;-4.958258804
539;0.087201064;1.061451214;10.02002139;-4.958265601
540;0.087200021;1.061448575;10.02002651;-4.958266285
541;0.087190697;1.061424978;10.02007235;-4.958272384
542;0.087180331;1.061398742;10.02012331;-4.958279168
543;0.087169964;1.061372505;10.02017428;-4.958285955
544;0.087159598;1.061346267;10.02022524;-4.958292745
545;0.087149231;1.061320028;10.02027621;-4.958299538
546;0.087138863;1.061293789;10.02032718;-4.958306334
547;0.087128496;1.061267549;10.02037815;-4.958313132
548;0.087118128;1.061241308;10.02042912;-4.958319934
549;0.087114337;1.061231711;10.02044777;-4.958322422
550;0.087107761;1.061215068;10.0204801;-4.958326726
551;0.087097394;1.061188828;10.02053108;-4.958333514
552;0.087087027;1.061162588;10.02058206;-4.958340306
553;0.087076659;1.061136346;10.02063305;-4.9583471
554;0.087066292;1.061110104;10.02068403;-4.958353897
555;0.087055924;1.061083862;10.02073502;-4.958360697
556;0.087045556;1.061057618;10.02078601;-4.958367499
557;0.087035187;1.061031374;10.020837;-4.958374305
558;0.087028658;1.061014847;10.02086911;-4.958378592
559;0.087024819;1.06100513;10.02088799;-4.958381106
560;0.087014452;1.060978886;10.02093899;-4.958387899
561;0.087004084;1.060952642;10.02098999;-4.958394695
562;0.086993716;1.060926398;10.02104099;-4.958401493
563;0.086983347;1.060900152;10.02109199;-4.958408294
564;0.086972979;1.060873906;10.02114299;-4.958415099
565;0.08696261;1.060847659;10.021194;-4.958421906
566;0.086952241;1.060821411;10.02124501;-4.958428716
567;0.086942986;1.060797982;10.02129054;-4.958434796
568;0.086941872;1.060795163;10.02129602;-4.958435526
569;0.086931504;1.060768916;10.02134703;-4.958442323
570;0.086921135;1.060742668;10.02139805;-4.958449123
571;0.086910766;1.06071642;10.02144907;-4.958455926
572;0.086900397;1.060690171;10.02150009;-4.958462731
573;0.086890028;1.060663921;10.02155111;-4.95846954
574;0.086879659;1.060637671;10.02160213;-4.958476351
575;0.086869289;1.06061142;10.02165316;-4.958483165
576;0.08685892;1.060585168;10.02170418;-4.958489982
577;0.086857319;1.060581116;10.02171206;-4.958491035
578;0.08684855;1.060558917;10.02175521;-4.958496786
579;0.086838181;1.060532666;10.02180625;-4.95850359
580;0.086827812;1.060506414;10.02185728;-4.958510397
581;0.086817442;1.060480162;10.02190832;-4.958517207
582;0.086807072;1.060453909;10.02195936;-4.95852402
583;0.086796702;1.060427655;10.0220104;-4.958530835
584;0.086786332;1.0604014;10.02206144;-4.958537654
585;0.086775962;1.060375145;10.02211248;-4.958544475
586;0.086771658;1.060364248;10.02213367;-4.958547307
587;0.086765592;1.06034889;10.02216353;-4.958551288
588;0.086755222;1.060322635;10.02221458;-4.958558097
589;0.086744852;1.06029638;10.02226563;-4.958564908
590;0.086734481;1.060270124;10.02231669;-4.958571722
591;0.086724111;1.060243867;10.02236774;-4.958578539
592;0.08671374;1.06021761;10.0224188;-4.958585359
593;0.086703369;1.060191352;10.02246986;-4.958592182
594;0.086692998;1.060165093;10.02252092;-4.958599007
595;0.086686003;1.06014738;10.02255537;-4.958603613
596;0.086682627;1.060138834;10.02257199;-4.95860583
597;0.086672257;1.060112576;10.02262306;-4.958612642
598;0.086661886;1.060086317;10.02267413;-4.958619458
599;0.086651515;1.060060058;10.0227252;-4.958626276
600;0.086641144;1.060033797;10.02277627;-4.958633097
601;0.086630773;1.060007536;10.02282735;-4.958639922
602;0.086620401;1.059981275;10.02287842;-4.958646749
603;0.086610029;1.059955012;10.0229295;-4.958653579
604;0.086600353;1.059930511;10.02297715;-4.958659953
605;0.086599658;1.059928749;10.02298058;-4.95866041
606;0.086589286;1.059902488;10.02303167;-4.958667227
607;0.086578915;1.059876226;10.02308275;-4.958674047
608;0.086568543;1.059849963;10.02313384;-4.95868087
609;0.086558172;1.059823699;10.02318493;-4.958687695
610;0.0865478;1.059797435;10.02323603;-4.958694524
611;0.086537428;1.05977117;10.02328712;-4.958701355
612;0.086527055;1.059744904;10.02333822;-4.958708189
613;0.086516683;1.059718637;10.02338931;-4.958715026
614;0.08651471;1.059713641;10.02339903;-4.958716327
615;0.086506311;1.059692371;10.02344041;-4.958721851
616;0.086495939;1.059666106;10.02349152;-4.958728675
617;0.086485566;1.059639839;10.02354263;-4.958735502
618;0.086475194;1.059613572;10.02359373;-4.958742332
619;0.086464821;1.059587304;10.02364484;-4.958749165
620;0.086454448;1.059561036;10.02369595;-4.958756001
621;0.086444075;1.059534766;10.02374707;-4.958762839
622;0.086433702;1.059508496;10.02379818;-4.958769681
623;0.086429072;1.05949677;10.023821;-4.958772735
624;0.086423329;1.059482226;10.0238493;-4.958776514
625;0.086412957;1.059455957;10.02390042;-4.958783343
626;0.086402584;1.059429687;10.02395155;-4.958790174
627;0.086392211;1.059403417;10.02400267;-4.958797008
628;0.086381837;1.059377145;10.0240538;-4.958803845
629;0.086371464;1.059350873;10.02410493;-4.958810685
630;0.08636109;1.0593246;10.02415606;-4.958817528
631;0.086350716;1.059298327;10.02420719;-4.958824374
632;0.08634344;1.059279898;10.02424306;-4.958829177
633;0.086340342;1.059272053;10.02425833;-4.958831217
634;0.086329969;1.05924578;10.02430946;-4.958838049
635;0.086319596;1.059219507;10.02436061;-4.958844885
636;0.086309222;1.059193233;10.02441175;-4.958851724
637;0.086298848;1.059166958;10.02446289;-4.958858565
638;0.086288474;1.059140682;10.02451404;-4.958865409
639;0.086278099;1.059114406;10.02456519;-4.958872257
640;0.086267725;1.059088129;10.02461634;-4.958879107
641;0.086257814;1.059063025;10.0246652;-4.958885653
642;0.08625735;1.059061851;10.02466749;-4.958885959
643;0.086246976;1.059035575;10.02471864;-4.958892796
644;0.086236602;1.059009298;10.0247698;-4.958899636
645;0.086226228;1.05898302;10.02482096;-4.958906479
646;0.086215853;1.058956742;10.02487212;-4.958913324
647;0.086205478;1.058930463;10.02492329;-4.958920173
648;0.086195103;1.058904183;10.02497445;-4.958927025
649;0.086184728;1.058877902;10.02502562;-4.958933879
650;0.086174353;1.058851621;10.02507679;-4.958940736
651;0.086172193;1.058846151;10.02508744;-4.958942164
652;0.086163978;1.05882534;10.02512796;-4.958947581
653;0.086153603;1.05879906;10.02517914;-4.958954426
654;0.086143228;1.058772779;10.02523031;-4.958961273
655;0.086132853;1.058746497;10.02528149;-4.958968123
656;0.086122477;1.058720214;10.02533267;-4.958974976
657;0.086122373;1.058719951;10.02533319;-4.958975045
658;0.086086674;1.058629518;10.01194907;-4.958997352
659;0.086016558;1.058452373;9.985753614;-4.959043209
660;0.086000849;1.058412889;9.979979616;-4.959053259
661;0.085914612;1.058196396;9.948463368;-4.959109506
662;0.085908382;1.058180854;9.946177495;-4.95911399
663;0.085827827;1.057979986;9.917336037;-4.959166682
664;0.085797906;1.05790581;9.906604014;-4.959188088
665;0.085740322;1.057763363;9.886389935;-4.959226567
666;0.085685115;1.057627356;9.867032876;-4.95926581
667;0.08565223;1.057546662;9.855714597;-4.959288234
668;0.085569803;1.057344862;9.827465095;-4.959346402
669;0.085563709;1.057330028;9.825408418;-4.959350639
670;0.085474778;1.057113658;9.795573088;-4.959412837
671;0.085451968;1.0570585;9.787900291;-4.959430192
672;0.085385128;1.056897133;9.765917425;-4.959477514
673;0.085331647;1.056768606;9.748337781;-4.959517782
674;0.085294846;1.056680489;9.736468886;-4.959544297
675;0.085208635;1.056474577;9.708778508;-4.9596085
676;0.085204146;1.056463918;9.707358847;-4.959611788
677;0.085113053;1.056247676;9.678715131;-4.959678781
678;0.085082926;1.056176591;9.669222089;-4.959702658
679;0.085021196;1.056031231;9.650189335;-4.959748603
680;0.084954532;1.055874889;9.629667998;-4.959800737
681;0.084928761;1.055814715;9.621875329;-4.95982021
682;0.084835969;1.055598415;9.593950248;-4.959891756
683;0.084823272;1.055568997;9.590116949;-4.959902234
684;0.084742615;1.055382267;9.566335216;-4.95996406
685;0.084689146;1.055259117;9.550568508;-4.960007508
686;0.084648545;1.055165925;9.53882677;-4.96003906
687;0.08455409;1.054949683;9.511622325;-4.96011461
688;0.084552018;1.054944965;9.511023033;-4.960116375
689;0.084459234;1.054733842;9.484853443;-4.96018942
690;0.084411865;1.054626676;9.47148022;-4.960229059
691;0.084363564;1.054517727;9.458116985;-4.960267559
692;0.084268602;1.054304164;9.431940072;-4.960345656
693;0.084267481;1.05430166;9.431636032;-4.96034656
694;0.084171048;1.054086068;9.405608974;-4.96042439
695;0.084122163;1.053977418;9.392402536;-4.960466198
696;0.084073777;1.053870195;9.379592091;-4.960505661
697;0.083976111;1.053654399;9.35382961;-4.960587634
698;0.083972477;1.053646416;9.352867506;-4.960590853
699;0.083878055;1.053439052;9.328477203;-4.960668683
700;0.083819454;1.053311072;9.313335039;-4.960719576
701;0.083779182;1.05322343;9.303129626;-4.960753106
702;0.083679967;1.053008014;9.278084882;-4.960837548
703;0.083663058;1.052971515;9.273804794;-4.960852688
704;0.08358021;1.052792855;9.253316672;-4.960922328
705;0.083503135;1.052627435;9.23427717;-4.960989921
706;0.083479769;1.052577512;9.228608184;-4.961009738
707;0.08337904;1.052362575;9.204276854;-4.961096187
708;0.083339667;1.052279043;9.194751706;-4.961131642
709;0.083277575;1.052147606;9.180047858;-4.961184757
710;0.083175665;1.051932633;9.155988701;-4.961274555
711;0.083172458;1.051925907;9.155228971;-4.961277512
712;0.083073414;1.051718213;9.13233443;-4.961362921
713;0.083001472;1.05156818;9.115708611;-4.961427778
714;0.08297033;1.051503494;9.108645272;-4.961454835
715;0.082866966;1.051289158;9.085296054;-4.961545892
716;0.082826715;1.051206167;9.076190003;-4.961582925
717;0.082762887;1.051074853;9.062056457;-4.961638777
718;0.082658375;1.050860581;9.038982524;-4.961732723
719;0.082647949;1.050839327;9.036673879;-4.961742489
720;0.082553455;1.050646798;9.016244029;-4.961825729
721;0.082465085;1.050467654;8.997160127;-4.961906565
722;0.082447788;1.050432755;8.993490445;-4.961921895
723;0.08234188;1.050219267;8.97111934;-4.962016412
724;0.082278131;1.050091479;8.957648091;-4.962075621
725;0.082235147;1.050005606;8.948742837;-4.96211394
726;0.082128124;1.049792275;8.926648735;-4.962210905
727;0.082086959;1.049710677;8.91813783;-4.96224965
728;0.082020417;1.049579061;8.904674323;-4.962309292
729;0.08191229;1.049365923;8.882858212;-4.962408548
730;0.081891383;1.04932494;8.878629689;-4.962428453
731;0.081803674;1.049153198;8.861296824;-4.96250746
732;0.081694455;1.048940287;8.839759894;-4.962608846
733;0.08169124;1.048934054;8.839123856;-4.962611937
734;0.081584969;1.048728074;8.818610038;-4.962708106
735;0.081486481;1.048538194;8.799619919;-4.962800381
736;0.081474659;1.048515514;8.797380185;-4.962811122
737;0.081364147;1.048303631;8.776534064;-4.96291193
738;0.081277075;1.048137602;8.760117358;-4.962994139
739;0.081252779;1.048091473;8.75562068;-4.9630163
740;0.081141209;1.047879904;8.735052951;-4.963118836
741;0.081062892;1.0477322;8.720616147;-4.963193245
742;0.081028807;1.047668165;8.714453098;-4.963224439
743;0.080916191;1.047456941;8.694163895;-4.963328562
744;0.080843785;1.047321874;8.68111631;-4.963397691
745;0.080802768;1.047245629;8.673869856;-4.963435345
746;0.080689117;1.047034781;8.653859255;-4.963540912
747;0.080619616;1.04690654;8.641617821;-4.963607507
748;0.080574678;1.046823899;8.633860104;-4.963648871
749;0.080460003;1.046613458;8.61412808;-4.963755742
750;0.080390246;1.046486138;8.602120613;-4.963822741
751;0.080344547;1.046403005;8.594411233;-4.963864904
752;0.080228859;1.046193001;8.574957634;-4.96397294
753;0.080155535;1.046060615;8.562624604;-4.96404345
754;0.080112384;1.045982974;8.555510324;-4.96408334
755;0.079995696;1.045773436;8.536334863;-4.964192406
756;0.079915341;1.045629915;8.523129713;-4.964269687
757;0.079878203;1.045563831;8.517145521;-4.964304073
758;0.079760527;1.045354789;8.498247782;-4.964414036
759;0.079669506;1.045193963;8.483635879;-4.964501491
760;0.079642023;1.045145604;8.479307323;-4.96452697
761;0.079523371;1.044937086;8.460686781;-4.964637698
762;0.079417863;1.044752655;8.44414308;-4.964738875
763;0.079403876;1.044728323;8.441989821;-4.964751854
764;0.079284261;1.044520357;8.423645875;-4.964863217
765;0.079163808;1.044312047;8.40519848;-4.964978386
766;0.079160245;1.044305918;8.404651244;-4.964981879
767;0.079043196;1.044104614;8.387108945;-4.965090571
768;0.078921797;1.043896899;8.368940488;-4.965206179
769;0.078896588;1.043853996;8.365159846;-4.965230786
770;0.078800005;1.043689808;8.351008209;-4.965320493
771;0.078677669;1.043482712;8.333117235;-4.965436428
772;0.078626795;1.043397049;8.325668468;-4.965485825
773;0.078554729;1.043275972;8.315344484;-4.965552751
774;0.078431467;1.043069521;8.297729534;-4.965668902
775;0.078350643;1.042934866;8.28617723;-4.965746907
776;0.078307444;1.042863145;8.280126171;-4.965787007
777;0.078183267;1.042657364;8.26278585;-4.965903261
778;0.078067868;1.042467134;8.246686381;-4.96601388
779;0.078058259;1.042451373;8.245370324;-4.966022791
780;0.077933181;1.042246286;8.228303372;-4.966139033
781;0.077807277;1.042040926;8.21114539;-4.966258783
782;0.077778348;1.041993991;8.207195542;-4.966286911
783;0.077680989;1.041836225;8.194206937;-4.966377126
784;0.0775542;1.041631597;8.177323556;-4.966496688
785;0.077481998;1.041515685;8.16770416;-4.966566279
786;0.077426715;1.041427199;8.160491346;-4.96661743
787;0.07729905;1.041223326;8.143880488;-4.966736708
788;0.077178515;1.041031848;8.128212535;-4.966851796
789;0.077170558;1.04101927;8.127197187;-4.966859145
790;0.07704203;1.040816174;8.110857125;-4.966978034
791;0.07691268;1.040612845;8.094432753;-4.967100259
792;0.076867755;1.040542597;8.088720317;-4.967143587
793;0.076782842;1.040410065;8.078163272;-4.967221859
794;0.076652646;1.040207549;8.062010374;-4.967343532
795;0.076549574;1.040048063;8.049227097;-4.967441839
796;0.076521659;1.040005048;8.045832372;-4.967467506
797;0.076390626;1.039803365;8.02994863;-4.967588537
798;0.076258774;1.039601476;8.013984352;-4.967712802
799;0.076223719;1.039548083;8.009732891;-4.967746482
800;0.076126542;1.039400277;7.99821596;-4.967835603
801;0.075993871;1.039199255;7.982521483;-4.967959062
802;0.075889999;1.039042691;7.970237425;-4.968057604
803;0.07586042;1.03899829;7.966808154;-4.968084644
804;0.07572694;1.038798155;7.95138076;-4.968207218
805;0.075592643;1.03859784;7.935876821;-4.968332917
806;0.075548214;1.038531917;7.930740436;-4.96837527
807;0.07545791;1.03839816;7.920535116;-4.968457555
808;0.075322821;1.038198764;7.905298547;-4.968582213
809;0.075198094;1.03801562;7.891241871;-4.968699449
810;0.075186922;1.037999294;7.890006584;-4.96870959
811;0.075051051;1.037800834;7.875034539;-4.968833133
812;0.074914369;1.037602222;7.859990093;-4.968959686
813;0.074839471;1.037493956;7.8517413;-4.969030261
814;0.07477706;1.037403999;7.845013666;-4.969086687
815;0.074639612;1.037206354;7.830233507;-4.969211982
816;0.07450135;1.037008569;7.815381941;-4.969340253
817;0.074472138;1.036966999;7.812238366;-4.969367812
818;0.074362829;1.036811624;7.800749401;-4.969466215
819;0.07422382;1.036614837;7.786162119;-4.969593079
820;0.074095752;1.036434481;7.772733176;-4.969711958
821;0.074084007;1.036418019;7.771525137;-4.96972248
822;0.073944257;1.036222245;7.757198709;-4.969847879
823;0.073803702;1.036026357;7.742805228;-4.969976131
824;0.073710166;1.035896677;7.733225125;-4.970062882
825;0.073662455;1.03583076;7.728439672;-4.970105409
826;0.073521177;1.035635913;7.714306371;-4.970232064
827;0.07337909;1.035440966;7.700107206;-4.970361532
828;0.073315172;1.035353725;7.693713766;-4.970420694
829;0.073236494;1.035246594;7.686017033;-4.97049045
830;0.073093701;1.035052715;7.672077386;-4.970618189
831;0.0729501;1.034858748;7.658073135;-4.970748699
832;0.072910434;1.034805451;7.654199058;-4.970785297
833;0.072806196;1.034665593;7.644252443;-4.97087719
834;0.072661905;1.034472721;7.630506972;-4.971005842
835;0.072516805;1.034279775;7.616698224;-4.971137221
836;0.072495647;1.034251788;7.61468081;-4.97115666
837;0.072371596;1.034087822;7.603133471;-4.971265356
838;0.072225825;1.033895996;7.589582622;-4.971394752
839;0.072079244;1.033704108;7.575969881;-4.971526829
840;0.072070529;1.033692759;7.575158708;-4.971534794
841;0.071932705;1.033513338;7.562642204;-4.971654784
842;0.07178547;1.033322596;7.549286292;-4.971784757
843;0.071637426;1.033131805;7.535869927;-4.971917364
844;0.071634811;1.033128452;7.535632352;-4.971919739
845;0.071489509;1.032942196;7.522757387;-4.972045381
846;0.071340827;1.032752574;7.509596568;-4.97217577
847;0.071191339;1.032562916;7.496376782;-4.972308744
848;0.071188231;1.032558994;7.496101288;-4.972311546
849;0.071041985;1.032374447;7.483456438;-4.972437098
850;0.070891874;1.032185981;7.470490697;-4.972567746
851;0.070740958;1.031997493;7.457467511;-4.972700927
852;0.070730522;1.031984527;7.456565039;-4.972710258
853;0.070590107;1.031810142;7.444717274;-4.972829895
854;0.070438583;1.031622868;7.431946424;-4.972960649
855;0.070286257;1.031435583;7.419119682;-4.973093885
856;0.070261403;1.031405187;7.417023135;-4.973115904
857;0.070133857;1.031249331;7.406519928;-4.973223715
858;0.069980937;1.031063281;7.393943626;-4.973354428
859;0.069827216;1.030877234;7.381313009;-4.973487569
860;0.06978057;1.030821076;7.377475135;-4.973528484
861;0.069673233;1.03069206;7.368847988;-4.973618456
862;0.069518933;1.030507268;7.356465759;-4.973748984
863;0.069363836;1.030322492;7.344030813;-4.973881886
864;0.069287682;1.030232243;7.337920658;-4.973947959
865;0.069208264;1.030138372;7.331689898;-4.974013948
866;0.0690526;1.02995487;7.319501173;-4.97414415
867;0.068896143;1.029771397;7.307261342;-4.974276672
868;0.068782353;1.029638661;7.298359402;-4.974374247
869;0.068739014;1.029588301;7.295040204;-4.974409928
870;0.068582004;1.029406121;7.283044361;-4.974539667
871;0.068424205;1.029223981;7.270999031;-4.97467167
872;0.068265605;1.029041882;7.258902881;-4.97480597
873;0.068264144;1.029040213;7.258791153;-4.974807222
874;0.068107251;1.028861042;7.247095044;-4.974935196
875;0.067948128;1.028680266;7.235243577;-4.975066542
876;0.067788209;1.028499544;7.223342977;-4.975200128
877;0.067732804;1.028437264;7.219215146;-4.975246941
878;0.067628015;1.028319693;7.211587962;-4.975331561
879;0.067467583;1.02814031;7.199929232;-4.975462127
880;0.067306361;1.027960993;7.18822305;-4.975594875
881;0.067188022;1.027830073;7.179630709;-4.975693431
882;0.067144477;1.027782088;7.176535905;-4.975728228
883;0.066982753;1.027604125;7.16506886;-4.975857891
884;0.066820243;1.027426242;7.153556038;-4.975989676
885;0.066656938;1.027248438;7.14199625;-4.976123615
886;0.066629314;1.027218523;7.14003761;-4.976146516
887;0.066493644;1.027071735;7.130648756;-4.976253782
888;0.066329864;1.026895312;7.119328119;-4.976384486
889;0.066165295;1.02671898;7.107962237;-4.976517282
890;0.066056331;1.026602856;7.100435196;-4.976606163
891;0.066000133;1.026543177;7.096637062;-4.976650092
892;0.065835097;1.026368241;7.085507194;-4.976779601
893;0.065669279;1.026193408;7.074333786;-4.976911144
894;0.065502667;1.02601868;7.063115732;-4.977044747
895;0.065468666;1.025983216;7.060822907;-4.977072293
896;0.065336038;1.025845034;7.052092904;-4.977174769
897;0.065168986;1.025671725;7.041110515;-4.977304947
898;0.065001149;1.025498533;7.03008522;-4.977437125
899;0.064865866;1.025359689;7.02120025;-4.977544774
900;0.064832619;1.025325716;7.019062677;-4.977570147
901;0.064664349;1.025153955;7.008269685;-4.977698858
902;0.0644953;1.024982322;6.997435499;-4.977829506
903;0.064325463;1.02481082;6.986559101;-4.977962119
904;0.064247562;1.024732585;6.981566474;-4.978023549
905;0.06415527;1.024640129;6.975786073;-4.978093101
906;0.063985024;1.02447008;6.965141164;-4.978222123
907;0.063813998;1.024300172;6.95445578;-4.978353048
908;0.06364218;1.024130407;6.943728931;-4.9784859
909;0.063613268;1.024101997;6.941921044;-4.978508468
910;0.063470447;1.023961789;6.933206014;-4.978614696
911;0.063298246;1.023793498;6.922709791;-4.978743837
912;0.063125262;1.023625361;6.912173861;-4.978874843
913;0.06296246;1.023467988;6.902263455;-4.978999341
914;0.062951516;1.023457464;6.901611046;-4.979007368
915;0.062778154;1.023290811;6.891301996;-4.979134638
916;0.062604019;1.023124323;6.880954958;-4.97926371
917;0.0624291;1.022958002;6.870569026;-4.979394606
918;0.062294756;1.022830968;6.862592827;-4.979496084
919;0.062253535;1.022792157;6.860198125;-4.979525892
920;0.06207826;1.022627339;6.850037726;-4.979652948
921;0.06190221;1.022462698;6.83984016;-4.979781766
922;0.061725376;1.022298238;6.829604552;-4.979912368
923;0.061609718;1.022191272;6.822908345;-4.979998567
924;0.061548006;1.022134407;6.819414269;-4.980042537
925;0.061370836;1.021971467;6.809402723;-4.980169201
926;0.061192893;1.021808717;6.799354867;-4.980297585
927;0.061014167;1.02164616;6.789269856;-4.980427712
928;0.060906804;1.021549059;6.783209371;-4.980506573
929;0.060834967;1.021484308;6.779244964;-4.980556975
930;0.060655925;1.021323288;6.769382394;-4.980683071
931;0.06047611;1.021162471;6.759484403;-4.980810845
932;0.060295513;1.021001859;6.749550177;-4.980940318
933;0.060185477;1.020904553;6.743495185;-4.981019886
934;0.06011444;1.020841953;6.739673755;-4.981068935
935;0.059933547;1.020682894;6.729960191;-4.981194291
936;0.059751883;1.02052405;6.720212119;-4.981321282
937;0.059569437;1.020365423;6.710428759;-4.981449927
938;0.059445189;1.020258012;6.703765022;-4.981538279
939;0.059386448;1.020207429;6.700684297;-4.981578169
940;0.059203726;1.02005037;6.691119665;-4.981702618
941;0.059020233;1.019893537;6.681521465;-4.981828657
942;0.058835962;1.019736934;6.671888944;-4.981956306
943;0.058685366;1.019609686;6.664018109;-4.982061498
944;0.058651028;1.019580809;6.662262259;-4.982084415
945;0.058466498;1.019425787;6.652846399;-4.982207794
946;0.0582812;1.019271004;6.643397927;-4.982332718
947;0.058095126;1.019116464;6.633916121;-4.982459206
948;0.057908265;1.018962167;6.624400246;-4.982587277
949;0.057905392;1.018959809;6.624253675;-4.982589261
950;0.057721918;1.018809207;6.615127417;-4.982709562
951;0.057534837;1.01865651;6.605828441;-4.98283321
952;0.057346983;1.018504067;6.596497133;-4.982958376
953;0.057158346;1.018351881;6.58713279;-4.983085078
954;0.057104782;1.018308921;6.584470654;-4.983121331
955;0.056969733;1.018200791;6.577919531;-4.983208235
956;0.056780891;1.018050216;6.568769549;-4.983330457
957;0.056591278;1.017899906;6.559588249;-4.98345415
958;0.056400886;1.017749865;6.550374955;-4.983579331
959;0.056282992;1.017657507;6.544668008;-4.983657439
960;0.05621005;1.017600575;6.541216925;-4.983703469
961;0.056019466;1.017452157;6.532215394;-4.983824118
962;0.055828117;1.017304015;6.523183561;-4.983946191
963;0.055635992;1.017156152;6.514120783;-4.984069702
964;0.055443084;1.017008572;6.505026401;-4.984194671
965;0.055439244;1.017005652;6.504845066;-4.984197176
966;0.055250739;1.016862328;6.496165974;-4.984313775
967;0.055057675;1.016716386;6.487283052;-4.984434082
968;0.054863841;1.016570734;6.478370236;-4.984555779
969;0.054669228;1.016425376;6.469426899;-4.984678883
970;0.054572973;1.016353919;6.465000717;-4.984740211
971;0.054474352;1.016280927;6.460571157;-4.984799935
972;0.054279594;1.016137217;6.451836283;-4.984918341
973;0.054084071;1.015993809;6.443072565;-4.985038088
974;0.053887774;1.015850705;6.434279404;-4.985159193
975;0.053690694;1.015707909;6.425456192;-4.985281672
976;0.053683508;1.015702735;6.425133928;-4.985286168
977;0.053494185;1.015566436;6.416856553;-4.985398357
978;0.053296994;1.015425301;6.408241126;-4.985516022
979;0.053099036;1.015284481;6.399597332;-4.985634995
980;0.052900301;1.015143979;6.390924592;-4.985755289
981;0.052770156;1.015052542;6.385243676;-4.985834615
982;0.052701112;1.015004231;6.382298251;-4.9858746
983;0.052502273;1.014865399;6.373830036;-4.985990058
984;0.052302672;1.014726892;6.36533452;-4.986106774
985;0.052102302;1.014588714;6.356811152;-4.986224762
986;0.051901153;1.014450868;6.34825937;-4.986344036
987;0.051832287;1.014403973;6.345328733;-4.986385142
988;0.051700018;1.0143141;6.339834807;-4.986459952
989;0.051498795;1.014177935;6.33148644;-4.986574292
990;0.051296809;1.014042108;6.323111304;-4.986689852
991;0.051094051;1.013906624;6.314708865;-4.986806648
992;0.050890513;1.013771484;6.306278581;-4.986924692
993;0.050869047;1.013757324;6.305388155;-4.986937221
994;0.050687461;1.013637617;6.298043442;-4.987037423
995;0.050483879;1.013504169;6.289815326;-4.987150442
996;0.050279533;1.013371072;6.281561005;-4.987264644
997;0.050074415;1.01323833;6.273279964;-4.987380044
998;0.049879669;1.013113118;6.265420787;-4.987490334
999;0.049868558;1.013106019;6.264982175;-4.987496307
1000;0.0496634;1.012974975;6.256899725;-4.987606675
1001;0.049457485;1.012844292;6.24879215;-4.987718177
1002;0.049250805;1.012713972;6.240658963;-4.987830823
1003;0.049043352;1.012584021;6.232499666;-4.987944629
1004;0.048863448;1.012472071;6.225425302;-4.988043957
1005;0.048835238;1.012454618;6.224340584;-4.988058719
1006;0.048627771;1.012326374;6.216378243;-4.988167418
1007;0.048419548;1.012198503;6.208391376;-4.988277212
1008;0.04821056;1.012071008;6.200379514;-4.988388111
1009;0.0480008;1.011943895;6.192342176;-4.98850013
1010;0.047819598;1.011834825;6.185400419;-4.988597505
1011;0.047790386;1.011817345;6.18430615;-4.988612368
1012;0.047580635;1.011691946;6.176463992;-4.988719213
1013;0.047370129;1.011566932;6.168597928;-4.988827112
1014;0.04715886;1.011442307;6.160707506;-4.988936078
1015;0.046946819;1.011318076;6.152792266;-4.989046122
1016;0.046747243;1.011201948;6.145344901;-4.989150336
1017;0.046734053;1.011194323;6.144863535;-4.989156852
1018;0.046522045;1.011071813;6.137141557;-4.989261662
1019;0.046309283;1.010949701;6.129396311;-4.989367486
1020;0.046095759;1.010827989;6.121627364;-4.989474337
1021;0.045881465;1.010706682;6.113834273;-4.989582224
1022;0.045666394;1.010585785;6.106016589;-4.989691158
1023;0.045645537;1.010574144;6.10525739;-4.989701781
1024;0.045451933;1.010466155;6.098386694;-4.989794549
1025;0.045236941;1.010346986;6.090762155;-4.989898124
1026;0.045021188;1.010228229;6.083114586;-4.990002683
1027;0.044804669;1.010109889;6.075443562;-4.990108238
1028;0.044587374;1.00999197;6.067748653;-4.990214797
1029;0.044513675;1.009952263;6.065136405;-4.990251141
1030;0.04437021;1.00987516;6.06017467;-4.990317694
1031;0.044153013;1.009758974;6.052670595;-4.99041885
1032;0.043935058;1.009643213;6.045144172;-4.99052095
1033;0.043716339;1.00952788;6.037594995;-4.990624002
