t;x;u;c
0.5159047916481579;1.5017887217644179;0.0000000064965424;21.5443468164037277
0.5159047916481579;1.5017898786353263;0.0000000050157225;21.5443468158174767
0.5159047916481579;1.5017910343414678;0.0000000041442550;21.5443468153981428
0.5159047916481579;1.5017921900982223;0.0000000040070312;21.5443468153545936
0.5159047916481579;1.5017933459060537;0.0000000035091160;21.5443468153094528
0.5159047916481579;1.5017945017628569;0.0000000029095456;21.5443468151940358
0.5159047916481579;1.5017956576709681;0.0000000023192322;21.5443468150346717
0.5159047916481579;1.5017968136295821;0.0000000017323435;21.5443468148309876
0.5159047916481579;1.5017979696384007;0.0000000011448085;21.5443468145848449
0.5159047916481579;1.5017991256971455;0.0000000005477928;21.5443468142943999
0.5159047916481579;1.5018002818063358;-0.0000000000454345;21.5443468139605763
0.5159047916481579;1.5018014379658151;-0.0000000001747185;21.5443468139445500
0.5159047916481579;1.5018025941756163;-0.0000000001864869;21.5443468140612993
0.5159047916481579;1.5018037504358159;-0.0000000001779105;21.5443468141401020
0.5159047916481579;1.5018049067469477;-0.0000000001663040;21.5443468141743217
0.5159047916481579;1.5018060631070025;-0.0000000001656585;21.5443468141689038
0.5159047916481579;1.5018072195185017;-0.0000000001584509;21.5443468141161851
0.5159047916481579;1.5018083759800478;-0.0000000001481714;21.5443468140214378
0.5159047916481579;1.5018095324909051;-0.0000000001355166;21.5443468138904102
0.5159047916481579;1.5018106890535325;-0.0000000001082743;21.5443468139508312
0.5159047916481579;1.5018118456659544;-0.0000000001000719;21.5443468140695025
0.5159047916481579;1.5018130023278529;-0.0000000001023374;21.5443468141462766
0.5159047916481579;1.5018141590414644;-0.0000000000910667;21.5443468141753378
0.5159047916481579;1.5018153158043897;-0.0000000000843578;21.5443468141667793
0.5159047916481579;1.5018164726188445;-0.0000000000689646;21.5443468141101668
0.5159047916481579;1.5018176294827610;-0.0000000000632180;21.5443468140105843
0.5159047916481579;1.5018187863963572;-0.0000000000162887;21.5443468138870280
0.5159047916481579;1.5018199433609674;-0.0000000000288936;21.5443468139631342
0.5159047916481579;1.5018211003756410;-0.0000000000214901;21.5443468140794359
0.5159047916481579;1.5018222574406968;-0.0000000000136922;21.5443468141513712
0.5159047916481579;1.5018234145562002;-0.0000000000076353;21.5443468141794412
