gamma;nu;rho_;m;n;КоличествоCлоев
1.6666666666666667406815349750104360282421112060546875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;2;10000.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;10.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;20000;80278
