¹ point;t;r;R;L
139;10.3005422148108;10.9989143234156;64.6330407009565;-2.99905867717682
140;10.3005421469853;10.9989122332387;64.6330407009565;-2.99906076521146
141;10.3005420791598;10.9989101430606;64.6330407009565;-2.99906285324742
142;10.3005420113344;10.9989080528854;64.6330407009565;-2.99906494128058
143;10.3005419435089;10.9989059627088;64.6330407009565;-2.99906702931533
144;10.3005418756835;10.9989038725331;64.6330407009565;-2.99906911734931
145;10.3005418078581;10.9989017823574;64.6330407009565;-2.9990712053834
146;10.3005417400326;10.9988996921811;64.6330407009565;-2.99907329341817
147;10.3005416722072;10.9988976020066;64.6330407009565;-2.99907538145133
148;10.3005416043818;10.9988955118313;64.6330407009565;-2.99907746948544
149;10.3005415365564;10.9988934216579;64.6330407009565;-2.99907955751777
150;10.3005414687309;10.998891331482;64.6330407009565;-2.99908164555277
151;10.3005414009055;10.9988892413083;64.6330407009565;-2.99908373358568
152;10.3005413330801;10.9988871511333;64.6330407009565;-2.99908582161999
153;10.3005412652547;10.9988850609599;64.6330407009565;-2.99908790965291
154;10.3005411974293;10.9988829707872;64.6330407009565;-2.99908999768516
155;10.300541129604;10.9988808806148;64.6330407009565;-2.99909208571733
156;10.3005410617786;10.9988787904412;64.6330407009565;-2.99909417375085
157;10.3005409939532;10.9988767002687;64.6330407009565;-2.99909626178336
158;10.3005409261279;10.9988746100969;64.6330407009565;-2.9990983498153
159;10.3005408583025;10.9988725199243;64.6330407009565;-2.99910043784822
160;10.3005407904772;10.9988704297534;64.6330407009565;-2.99910252587956
161;10.3005407226517;10.9988683395797;64.6330407009565;-2.99910461391379
162;10.3005406548265;10.9988662494097;64.6330407009565;-2.99910670194448
163;10.3005405870011;10.9988641592379;64.6330407009565;-2.99910878997713
164;10.3005405191758;10.998862069068;64.6330407009565;-2.99911087800804
165;10.3005404513505;10.998859978898;64.6330407009565;-2.99911296603916
166;10.3005403835252;10.9988578887273;64.6330407009565;-2.99911505407102
167;10.3005403156999;10.9988557985575;64.6330407009565;-2.99911714210226
168;10.3005402478745;10.9988537083875;64.6330407009565;-2.99911923013379
169;10.3005401800493;10.9988516182182;64.6330407009565;-2.99912131816475
170;10.300540112224;10.9988495280494;64.6330407009565;-2.99912340619528
171;10.3005400443987;10.9988474378804;64.6330407009565;-2.99912549422617
172;10.3005399765734;10.9988453477109;64.6330407009565;-2.99912758225772
173;10.3005399087482;10.9988432575435;64.6330407009565;-2.99912967028733
174;10.3005398409229;10.9988411673767;64.6330407009565;-2.99913175831646
175;10.3005397730976;10.998839077207;64.6330407009565;-2.99913384634864
176;10.3005397052724;10.9988369870401;64.6330407009565;-2.99913593437808
177;10.3005396374471;10.9988348968718;64.6330407009565;-2.99913802240921
178;10.3005395696219;10.998832806706;64.6330407009565;-2.99914011043783
179;10.3005395017967;10.9988307165394;64.6330407009565;-2.99914219846746
180;10.3005394339714;10.9988286263721;64.6330407009565;-2.99914428649789
181;10.3005393661462;10.9988265362054;64.6330407009565;-2.99914637452785
182;10.300539298321;10.9988244460398;64.6330407009565;-2.99914846255685
183;10.3005392304958;10.9988223558741;64.6330407009565;-2.99915055058603
184;10.3005391626706;10.9988202657096;64.6330407009565;-2.99915263861421
185;10.3005390948454;10.9988181755436;64.6330407009565;-2.99915472664401
186;10.3005390270202;10.9988160853786;64.6330407009565;-2.99915681467294
187;10.3005389591951;10.9988139952144;64.6330407009565;-2.99915890270123
188;10.3005388913699;10.9988119050499;64.6330407009565;-2.99916099073001
189;10.3005388235447;10.998809814886;64.6330407009565;-2.99916307875827
190;10.3005387557196;10.9988077247226;64.6330407009565;-2.99916516678609
191;10.3005386878944;10.9988056345578;64.6330407009565;-2.99916725481551
192;10.3005386200693;10.9988035443958;64.6330407009565;-2.99916934284229
193;10.3005385522441;10.9988014542314;64.6330407009565;-2.99917143087163
194;10.300538484419;10.9987993640692;64.6330407009565;-2.99917351889886
195;10.3005384165938;10.9987972739062;64.6330407009565;-2.99917560692698
196;10.3005383487687;10.9987951837445;64.6330407009565;-2.999177694954
197;10.3005382809436;10.9987930935831;64.6330407009565;-2.99917978298087
198;10.3005382131185;10.9987910034195;64.6330407009565;-2.99918187100998
199;10.3005381452934;10.9987889132599;64.6330407009565;-2.9991839590353
200;10.3005380774683;10.9987868230979;64.6330407009565;-2.99918604706315
201;10.3005380096432;10.9987847329368;64.6330407009565;-2.9991881350902
202;10.3005379418181;10.9987826427762;64.6330407009565;-2.99919022311691
203;10.3005378739931;10.9987805526165;64.6330407009565;-2.99919231114292
204;10.3005378061679;10.9987784624553;64.6330407009565;-2.99919439917044
205;10.3005377383429;10.9987763722963;64.6330407009565;-2.999196487196
206;10.3005376705178;10.9987742821358;64.6330407009565;-2.99919857522318
207;10.3005376026928;10.9987721919774;64.6330407009565;-2.99920066324835
208;10.3005375348677;10.9987701018179;64.6330407009565;-2.99920275127476
209;10.3005374670427;10.9987680116589;64.6330407009565;-2.99920483930086
210;10.3005373992176;10.9987659215003;64.6330407009565;-2.99920692732666
211;10.3005373313926;10.9987638313429;64.6330407009565;-2.99920901535143
212;10.3005372635676;10.9987617411851;64.6330407009565;-2.99921110337662
213;10.3005371957425;10.9987596510247;64.6330407009565;-2.99921319140461
214;10.3005371279176;10.9987575608687;64.6330407009565;-2.9992152794284
215;10.3005370600926;10.9987554707121;64.6330407009565;-2.99921736745287
216;10.3005369922676;10.9987533805553;64.6330407009565;-2.9992194554777
217;10.3005369244426;10.9987512903978;64.6330407009565;-2.99922154350337
218;10.3005368566176;10.9987492002412;64.6330407009565;-2.99922363152822
219;10.3005367887927;10.9987471100865;64.6330407009565;-2.99922571955133
220;10.3005367209676;10.9987450199296;64.6330407009565;-2.9992278075768
221;10.3005366531427;10.9987429297749;64.6330407009565;-2.99922989560014
222;10.3005365853177;10.9987408396186;64.6330407009565;-2.99923198362529
223;10.3005365174928;10.9987387494639;64.6330407009565;-2.99923407164903
224;10.3005364496678;10.998736659309;64.6330407009565;-2.999236159673
225;10.3005363818429;10.9987345691541;64.6330407009565;-2.99923824769711
226;10.300536314018;10.9987324790006;64.6330407009565;-2.99924033571993
227;10.300536246193;10.998730388846;64.6330407009565;-2.9992424237441
228;10.3005361783681;10.9987282986922;64.6330407009565;-2.99924451176756
229;10.3005361105432;10.9987262085384;64.6330407009565;-2.99924659979111
230;10.3005360427182;10.9987241183837;64.6330407009565;-2.99924868781573
231;10.3005359748933;10.9987220282314;64.6330407009565;-2.999250775838
232;10.3005359070685;10.9987199380792;64.6330407009565;-2.99925286386038
233;10.3005358392436;10.9987178479272;64.6330407009565;-2.9992549518827
234;10.3005357714187;10.9987157577747;64.6330407009565;-2.99925703990569
235;10.3005357035938;10.9987136676233;64.6330407009565;-2.99925912792763
236;10.3005356357689;10.9987115774697;64.6330407009565;-2.99926121595203
237;10.300535567944;10.9987094873182;64.6330407009565;-2.99926330397437
238;10.3005355001192;10.9987073971686;64.6330407009565;-2.99926539199496
239;10.3005354322943;10.9987053070172;64.6330407009565;-2.9992674800175
240;10.3005353644695;10.9987032168668;64.6330407009565;-2.99926956803909
241;10.3005352966447;10.9987011267166;64.6330407009565;-2.99927165606077
242;10.3005352288198;10.9986990365652;64.6330407009565;-2.99927374408363
243;10.300535160995;10.9986969464161;64.6330407009565;-2.99927583210438
244;10.3005350931702;10.9986948562666;64.6330407009565;-2.99927792012567
245;10.3005350253454;10.9986927661179;64.6330407009565;-2.99928000814631
246;10.3005349575206;10.9986906759685;64.6330407009565;-2.99928209616785
247;10.3005348896957;10.9986885858196;64.6330407009565;-2.99928418418892
248;10.3005348218709;10.9986864956703;64.6330407009565;-2.99928627221066
249;10.3005347540462;10.9986844055229;64.6330407009565;-2.99928836023047
250;10.3005346862214;10.9986823153744;64.6330407009565;-2.99929044825158
251;10.3005346183966;10.9986802252269;64.6330407009565;-2.9992925362719
252;10.3005345505719;10.9986781350805;64.6330407009565;-2.9992946242911
253;10.3005344827471;10.9986760449325;64.6330407009565;-2.99929671231218
254;10.3005344149223;10.9986739547865;64.6330407009565;-2.99929880033138
255;10.3005343470976;10.9986718646398;64.6330407009565;-2.99930088835137
256;10.3005342792728;10.9986697744927;64.6330407009565;-2.99930297637184
257;10.3005342114481;10.9986676843469;64.6330407009565;-2.99930506439126
258;10.3005341436233;10.9986655942002;64.6330407009565;-2.9993071524116
259;10.3005340757986;10.9986635040548;64.6330407009565;-2.9993092404309
260;10.3005340079738;10.9986614139083;64.6330407009565;-2.99931132845138
261;10.3005339401492;10.9986593237646;64.6330407009565;-2.99931341646913
262;10.3005338723244;10.9986572336191;64.6330407009565;-2.99931550448884
263;10.3005338044998;10.9986551434756;64.6330407009565;-2.9993175925068
264;10.300533736675;10.9986530533295;64.6330407009565;-2.99931968052733
265;10.3005336688504;10.9986509631877;64.6330407009565;-2.99932176854378
266;10.3005336010257;10.9986488730427;64.6330407009565;-2.99932385656363
267;10.300533533201;10.9986467828993;64.6330407009565;-2.99932594458187
268;10.3005334653763;10.9986446927566;64.6330407009565;-2.9993280325997
269;10.3005333975517;10.9986426026133;64.6330407009565;-2.99933012061811
270;10.300533329727;10.9986405124709;64.6330407009565;-2.99933220863591
271;10.3005332619023;10.9986384223282;64.6330407009565;-2.99933429665404
272;10.3005331940777;10.9986363321861;64.6330407009565;-2.99933638467172
273;10.3005331262531;10.998634242044;64.6330407009565;-2.99933847268963
274;10.3005330584284;10.9986321519024;64.6330407009565;-2.99934056070707
275;10.3005329906038;10.9986300617605;64.6330407009565;-2.99934264872498
276;10.3005329227792;10.9986279716206;64.6330407009565;-2.99934473674102
277;10.3005328549546;10.9986258814795;64.6330407009565;-2.99934682475834
278;10.3005327871299;10.9986237913382;64.6330407009565;-2.99934891277609
279;10.3005327193053;10.998621701198;64.6330407009565;-2.99935100079279
280;10.3005326514807;10.9986196110572;64.6330407009565;-2.99935308881028
281;10.3005325836562;10.9986175209188;64.6330407009565;-2.99935517682552
282;10.3005325158316;10.9986154307792;64.6330407009565;-2.99935726484207
283;10.300532448007;10.9986133406395;64.6330407009565;-2.99935935285889
284;10.3005323801825;10.9986112505014;64.6330407009565;-2.99936144087422
285;10.3005323123579;10.9986091603623;64.6330407009565;-2.99936352889062
286;10.3005322445333;10.9986070702229;64.6330407009565;-2.99936561690753
287;10.3005321767088;10.9986049800863;64.6330407009565;-2.99936770492177
288;10.3005321088842;10.998602889948;64.6330407009565;-2.9993697929378
289;10.3005320410597;10.9986007998088;64.6330407009565;-2.99937188095492
290;10.3005319732352;10.9985987096726;64.6330407009565;-2.99937396896917
291;10.3005319054106;10.9985966195345;64.6330407009565;-2.99937605698541
292;10.3005318375861;10.998594529398;64.6330407009565;-2.99937814500021
293;10.3005317697616;10.9985924392616;64.6330407009565;-2.99938023301504
294;10.3005317019371;10.9985903491262;64.6330407009565;-2.99938232102909
295;10.3005316341126;10.998588258989;64.6330407009565;-2.999384409045
296;10.3005315662881;10.9985861688535;64.6330407009565;-2.9993864970593
297;10.3005314984636;10.9985840787188;64.6330407009565;-2.99938858507302
298;10.3005314306391;10.9985819885827;64.6330407009565;-2.9993906730882
299;10.3005313628146;10.9985798984469;64.6330407009565;-2.99939276110331
300;10.3005312949901;10.9985778083124;64.6330407009565;-2.99939484911716
301;10.3005312271657;10.9985757181786;64.6330407009565;-2.99939693713052
302;10.3005311593412;10.9985736280434;64.6330407009565;-2.99939902514539
303;10.3005310915168;10.9985715379102;64.6330407009565;-2.99940111315838
304;10.3005310236923;10.9985694477761;64.6330407009565;-2.99940320117243
305;10.3005309558679;10.9985673576428;64.6330407009565;-2.9994052891857
306;10.3005308880435;10.9985652675103;64.6330407009565;-2.99940737719842
307;10.300530820219;10.9985631773767;64.6330407009565;-2.99940946521236
308;10.3005307523946;10.9985610872445;64.6330407009565;-2.99941155322507
309;10.3005306845702;10.9985589971119;64.6330407009565;-2.99941364123824
310;10.3005306167458;10.9985569069795;64.6330407009565;-2.99941572925137
311;10.3005305489214;10.9985548168475;64.6330407009565;-2.99941781726428
312;10.300530481097;10.9985527267169;64.6330407009565;-2.99941990527587
313;10.3005304132726;10.9985506365848;64.6330407009565;-2.99942199328913
314;10.3005303454482;10.9985485464538;64.6330407009565;-2.99942408130137
315;10.3005302776238;10.998546456322;64.6330407009565;-2.99942616931464
316;10.3005302097995;10.998544366193;64.6330407009565;-2.99942825732516
317;10.3005301419751;10.998542276061;64.6330407009565;-2.99943034533883
318;10.3005300741508;10.9985401859323;64.6330407009565;-2.99943243334941
319;10.3005300063264;10.9985380958024;64.6330407009565;-2.99943452136125
320;10.3005299385021;10.9985360056724;64.6330407009565;-2.99943660937339
321;10.3005298706777;10.998533915544;64.6330407009565;-2.99943869738398
322;10.3005298028534;10.9985318254144;64.6330407009565;-2.99944078539601
323;10.3005297350291;10.9985297352872;64.6330407009565;-2.9994428734057
324;10.3005296672048;10.9985276451583;64.6330407009565;-2.99944496141722
325;10.3005295993804;10.9985255550291;64.6330407009565;-2.99944704942918
326;10.3005295315561;10.9985234649011;64.6330407009565;-2.99944913744011
327;10.3005294637318;10.9985213747736;64.6330407009565;-2.99945122545066
328;10.3005293959075;10.9985192846461;64.6330407009565;-2.99945331346134
329;10.3005293280832;10.9985171945192;64.6330407009565;-2.9994554014716
330;10.300529260259;10.9985151043932;64.6330407009565;-2.99945748948103
331;10.3005291924347;10.9985130142674;64.6330407009565;-2.99945957749042
332;10.3005291246104;10.99851092414;64.6330407009565;-2.99946166550154
333;10.3005290567862;10.9985088340139;64.6330407009565;-2.99946375351147
334;10.3005289889619;10.9985067438877;64.6330407009565;-2.99946584152163
335;10.3005289211377;10.998504653763;64.6330407009565;-2.9994679295305
336;10.3005288533134;10.9985025636373;64.6330407009565;-2.99947001754048
337;10.3005287854892;10.9985004735126;64.6330407009565;-2.99947210554955
338;10.3005287176649;10.9984983833872;64.6330407009565;-2.99947419355955
339;10.3005286498407;10.9984962932633;64.6330407009565;-2.99947628156809
340;10.3005285820165;10.9984942031383;64.6330407009565;-2.99947836957789
341;10.3005285141922;10.998492113014;64.6330407009565;-2.99948045758711
342;10.3005284463681;10.9984900228924;64.6330407009565;-2.99948254559385
343;10.3005283785439;10.9984879327674;64.6330407009565;-2.99948463360407
344;10.3005283107197;10.998485842644;64.6330407009565;-2.99948672161277
345;10.3005282428955;10.9984837525228;64.6330407009565;-2.9994888096195
346;10.3005281750713;10.9984816623992;64.6330407009565;-2.99949089762868
347;10.3005281072471;10.9984795722764;64.6330407009565;-2.99949298563728
348;10.300528039423;10.9984774821546;64.6330407009565;-2.99949507364499
349;10.3005279715988;10.9984753920327;64.6330407009565;-2.99949716165289
350;10.3005279037747;10.9984733019125;64.6330407009565;-2.99949924965926
351;10.3005278359505;10.9984712117913;64.6330407009565;-2.99950133766677
352;10.3005277681264;10.9984691216693;64.6330407009565;-2.99950342567516
353;10.3005277003023;10.9984670315504;64.6330407009565;-2.99950551368065
354;10.3005276324781;10.9984649414289;64.6330407009565;-2.99950760168884
355;10.300527564654;10.998462851308;64.6330407009565;-2.99950968969658
356;10.3005274968298;10.9984607611876;64.6330407009565;-2.99951177770397
357;10.3005274290057;10.9984586710671;64.6330407009565;-2.99951386571161
358;10.3005273611817;10.9984565809506;64.6330407009565;-2.99951595371537
359;10.3005272933575;10.9984544908287;64.6330407009565;-2.99951804172465
360;10.3005272255335;10.9984524007116;64.6330407009565;-2.9995201297293
361;10.3005271577094;10.9984503105927;64.6330407009565;-2.99952221773586
362;10.3005270898852;10.9984482204726;64.6330407009565;-2.99952430574369
363;10.3005270220612;10.9984461303553;64.6330407009565;-2.99952639374898
364;10.3005269542371;10.9984440402378;64.6330407009565;-2.99952848175451
365;10.3005268864131;10.9984419501205;64.6330407009565;-2.99953056976
366;10.300526818589;10.9984398600027;64.6330407009565;-2.99953265776615
367;10.300526750765;10.9984377698865;64.6330407009565;-2.99953474577078
368;10.3005266829409;10.9984356797689;64.6330407009565;-2.99953683377698
369;10.3005266151169;10.998433589653;64.6330407009565;-2.99953892178167
370;10.3005265472928;10.9984314995351;64.6330407009565;-2.99954100978842
371;10.3005264794688;10.9984294094206;64.6330407009565;-2.99954309779196
372;10.3005264116448;10.9984273193041;64.6330407009565;-2.99954518579756
373;10.3005263438208;10.9984252291891;64.6330407009565;-2.99954727380183
374;10.3005262759968;10.9984231390748;64.6330407009565;-2.9995493618056
375;10.3005262081728;10.9984210489585;64.6330407009565;-2.99955144981141
376;10.3005261403488;10.9984189588439;64.6330407009565;-2.99955353781572
377;10.3005260725248;10.9984168687298;64.6330407009565;-2.99955562581962
378;10.3005260047008;10.998414778616;64.6330407009565;-2.99955771382343
379;10.3005259368768;10.9984126885012;64.6330407009565;-2.99955980182831
380;10.3005258690529;10.9984105983884;64.6330407009565;-2.99956188983134
381;10.3005258012289;10.9984085082739;64.6330407009565;-2.99956397783621
382;10.300525733405;10.9984064181628;64.6330407009565;-2.99956606583778
383;10.300525665581;10.9984043280494;64.6330407009565;-2.99956815384182
384;10.3005255977571;10.9984022379367;64.6330407009565;-2.99957024184535
385;10.3005255299331;10.9984001478236;64.6330407009565;-2.99957232984935
386;10.3005254621092;10.9983980577118;64.6330407009565;-2.99957441785214
387;10.3005253942853;10.9983959676011;64.6330407009565;-2.99957650585403
388;10.3005253264614;10.9983938774889;64.6330407009565;-2.99957859385755
389;10.3005252586374;10.9983917873768;64.6330407009565;-2.99958068186104
390;10.3005251908136;10.9983896972672;64.6330407009565;-2.99958276986227
391;10.3005251229897;10.998387607156;64.6330407009565;-2.99958485786517
392;10.3005250551657;10.998385517045;64.6330407009565;-2.99958694586808
393;10.3005249873419;10.9983834269348;64.6330407009565;-2.99958903387024
394;10.300524919518;10.9983813368253;64.6330407009565;-2.9995911218719
395;10.3005248516941;10.9983792467157;64.6330407009565;-2.99959320987369
396;10.3005247838702;10.9983771566054;64.6330407009565;-2.99959529787645
397;10.3005247160464;10.9983750664973;64.6330407009565;-2.99959738587707
398;10.3005246482225;10.998372976388;64.6330407009565;-2.99959947387906
399;10.3005245803987;10.9983708862793;64.6330407009565;-2.99960156188056
400;10.3005245125748;10.998368796171;64.6330407009565;-2.99960364988176
